date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,5,-1,0.0,8.7,2,72,03:23 PM,04:48 AM,08:21 AM,05:53 PM,-8,-6,-1,-6,20,6,59,0.0,1025,-1,10,247,10,21643
2015-01-01 12:00:00,5,-1,0.0,8.7,2,72,03:23 PM,04:48 AM,08:21 AM,05:53 PM,-9,1,5,1,22,14,34,0.0,1022,5,10,229,18,21643
2015-01-02 00:00:00,8,1,0.0,8.7,2,80,04:09 PM,05:47 AM,08:21 AM,05:54 PM,-3,-3,1,-3,18,30,74,0.0,1021,1,10,240,9,21643
2015-01-02 12:00:00,8,1,0.0,8.7,2,80,04:09 PM,05:47 AM,08:21 AM,05:54 PM,-2,5,8,5,13,6,50,0.0,1026,8,10,288,10,21643
2015-01-03 00:00:00,9,2,0.0,3.5,3,87,05:00 PM,06:42 AM,08:21 AM,05:55 PM,-3,-1,2,-1,10,4,70,0.0,1031,2,10,87,5,21643
2015-01-03 12:00:00,9,2,0.0,3.5,3,87,05:00 PM,06:42 AM,08:21 AM,05:55 PM,5,6,9,6,8,100,77,0.0,1030,9,10,86,6,21643
2015-01-04 00:00:00,17,8,0.0,5.2,3,94,05:53 PM,07:33 AM,08:21 AM,05:55 PM,7,5,8,5,12,81,97,0.0,1019,8,10,247,7,21643
2015-01-04 12:00:00,17,8,0.0,5.2,3,94,05:53 PM,07:33 AM,08:21 AM,05:55 PM,15,17,17,17,32,55,86,0.0,1012,17,10,200,19,21643
2015-01-05 00:00:00,5,-2,0.0,8.7,1,100,06:47 PM,08:17 AM,08:21 AM,05:56 PM,2,3,7,3,36,33,73,1.7,1017,7,9,304,20,21643
2015-01-05 12:00:00,5,-2,0.0,8.7,1,100,06:47 PM,08:17 AM,08:21 AM,05:56 PM,-6,-3,3,-3,40,6,52,0.0,1027,3,10,301,31,21643
2015-01-06 00:00:00,1,-4,0.9,5.2,2,100,07:43 PM,08:58 AM,08:21 AM,05:57 PM,-15,-7,-3,-7,18,45,38,0.0,1031,-3,10,350,13,21643
2015-01-06 12:00:00,1,-4,0.9,5.2,2,100,07:43 PM,08:58 AM,08:21 AM,05:57 PM,-4,-3,1,-3,9,61,66,0.0,1021,1,10,140,8,21643
2015-01-07 00:00:00,-3,-9,0.0,8.7,2,84,08:39 PM,09:35 AM,08:21 AM,05:58 PM,-8,-8,-4,-8,13,22,73,0.0,1019,-4,10,300,8,21643
2015-01-07 12:00:00,-3,-9,0.0,8.7,2,84,08:39 PM,09:35 AM,08:21 AM,05:58 PM,-14,-13,-4,-13,44,24,45,0.0,1019,-4,10,315,37,21643
2015-01-08 00:00:00,-7,-11,0.0,8.7,1,77,09:34 PM,10:08 AM,08:21 AM,05:59 PM,-17,-21,-11,-21,42,15,61,0.0,1030,-11,7,321,29,21643
2015-01-08 12:00:00,-7,-11,0.0,8.7,1,77,09:34 PM,10:08 AM,08:21 AM,05:59 PM,-17,-16,-8,-16,18,3,49,0.0,1032,-8,10,296,15,21643
2015-01-09 00:00:00,2,-4,0.0,9.8,2,69,10:29 PM,10:40 AM,08:21 AM,06:00 PM,-14,-12,-4,-12,35,46,45,0.0,1024,-4,10,203,21,21643
2015-01-09 12:00:00,2,-4,0.0,9.8,2,69,10:29 PM,10:40 AM,08:21 AM,06:00 PM,-9,-4,2,-4,20,12,45,0.0,1020,2,10,282,15,21643
2015-01-10 00:00:00,-5,-9,0.0,9.8,2,62,11:24 PM,11:10 AM,08:21 AM,06:01 PM,-10,-13,-6,-13,23,0,70,0.0,1028,-6,10,318,13,21643
2015-01-10 12:00:00,-5,-9,0.0,9.8,2,62,11:24 PM,11:10 AM,08:21 AM,06:01 PM,-16,-13,-6,-13,16,0,47,0.0,1036,-6,10,316,14,21643
2015-01-11 00:00:00,4,-5,0.0,9.8,2,55,No moonrise,11:39 AM,08:21 AM,06:02 PM,-14,-9,-5,-9,13,9,53,0.0,1037,-5,10,157,7,21643
2015-01-11 12:00:00,4,-5,0.0,9.8,2,55,No moonrise,11:39 AM,08:21 AM,06:02 PM,-8,-1,4,-1,16,45,43,0.0,1037,4,10,179,13,21643
2015-01-12 00:00:00,5,1,0.0,4.9,2,48,12:19 AM,12:09 PM,08:21 AM,06:03 PM,-2,-3,1,-3,10,49,78,0.0,1033,1,10,179,5,21643
2015-01-12 12:00:00,5,1,0.0,4.9,2,48,12:19 AM,12:09 PM,08:21 AM,06:03 PM,5,3,5,3,7,100,98,0.0,1023,5,0,333,4,21643
2015-01-13 00:00:00,-0,-3,0.0,9.8,1,40,01:16 AM,12:41 PM,08:20 AM,06:04 PM,0,-4,2,-4,23,75,89,2.5,1025,2,7,359,14,21643
2015-01-13 12:00:00,-0,-3,0.0,9.8,1,40,01:16 AM,12:41 PM,08:20 AM,06:04 PM,-7,-7,-1,-7,22,33,61,0.0,1034,-1,10,4,17,21643
2015-01-14 00:00:00,2,-2,1.4,4.9,2,33,02:13 AM,01:16 PM,08:20 AM,06:05 PM,-6,-8,-2,-8,23,61,78,0.0,1032,-2,10,22,16,21643
2015-01-14 12:00:00,2,-2,1.4,4.9,2,33,02:13 AM,01:16 PM,08:20 AM,06:05 PM,-0,-3,2,-3,17,100,88,2.4,1025,2,9,9,12,21643
2015-01-15 00:00:00,1,-3,0.0,9.9,2,26,03:12 AM,01:56 PM,08:20 AM,06:06 PM,-5,-8,-3,-8,15,62,88,0.0,1022,-3,10,354,9,21643
2015-01-15 12:00:00,1,-3,0.0,9.9,2,26,03:12 AM,01:56 PM,08:20 AM,06:06 PM,-4,-3,1,-3,14,0,69,0.0,1020,1,10,281,10,21643
2015-01-16 00:00:00,5,-1,0.0,9.9,2,19,04:12 AM,02:40 PM,08:19 AM,06:07 PM,-3,-6,-1,-6,20,0,87,0.0,1016,-1,10,239,9,21643
2015-01-16 12:00:00,5,-1,0.0,9.9,2,19,04:12 AM,02:40 PM,08:19 AM,06:07 PM,-1,0,5,0,33,2,65,0.0,1016,5,10,290,23,21643
2015-01-17 00:00:00,2,-4,0.0,9.9,2,11,05:13 AM,03:32 PM,08:19 AM,06:08 PM,-10,-10,-4,-10,22,11,59,0.0,1026,-4,10,17,13,21643
2015-01-17 12:00:00,2,-4,0.0,9.9,2,11,05:13 AM,03:32 PM,08:19 AM,06:08 PM,-13,-3,1,-3,5,4,35,0.0,1029,1,10,158,4,21643
2015-01-18 00:00:00,7,2,0.0,5.0,3,4,06:12 AM,04:30 PM,08:19 AM,06:09 PM,0,-3,2,-3,24,17,87,0.0,1022,2,10,170,12,21643
2015-01-18 12:00:00,7,2,0.0,5.0,3,4,06:12 AM,04:30 PM,08:19 AM,06:09 PM,5,5,5,5,6,100,99,16.4,1010,5,5,47,3,21643
2015-01-19 00:00:00,6,1,0.0,9.9,2,0,07:08 AM,05:36 PM,08:18 AM,06:10 PM,0,-2,2,-2,18,12,89,0.0,1012,2,10,252,9,21643
2015-01-19 12:00:00,6,1,0.0,9.9,2,0,07:08 AM,05:36 PM,08:18 AM,06:10 PM,-1,2,6,2,27,34,58,0.1,1015,6,10,292,22,21643
2015-01-20 00:00:00,8,1,0.0,9.9,3,0,07:59 AM,06:45 PM,08:18 AM,06:11 PM,-2,-0,1,-0,12,31,79,0.0,1015,1,10,190,6,21643
2015-01-20 12:00:00,8,1,0.0,9.9,3,0,07:59 AM,06:45 PM,08:18 AM,06:11 PM,-0,8,8,8,1,8,55,0.0,1014,8,10,290,1,21643
2015-01-21 00:00:00,3,-2,0.0,6.6,2,3,08:46 AM,07:57 PM,08:17 AM,06:12 PM,-1,-2,2,-2,16,13,86,0.0,1019,2,10,22,8,21643
2015-01-21 12:00:00,3,-2,0.0,6.6,2,3,08:46 AM,07:57 PM,08:17 AM,06:12 PM,-2,-2,2,-2,14,73,72,1.0,1019,2,9,21,10,21643
2015-01-22 00:00:00,5,-2,0.0,9.9,1,10,09:29 AM,09:08 PM,08:17 AM,06:14 PM,-3,-3,-2,-3,6,37,95,0.0,1022,-2,2,1,3,21643
2015-01-22 12:00:00,5,-2,0.0,9.9,1,10,09:29 AM,09:08 PM,08:17 AM,06:14 PM,2,1,5,1,17,71,80,0.0,1025,5,10,290,13,21643
2015-01-23 00:00:00,4,-2,0.0,9.9,2,18,10:09 AM,10:19 PM,08:16 AM,06:15 PM,-3,-4,-0,-4,12,12,84,0.0,1028,-0,10,333,6,21643
2015-01-23 12:00:00,4,-2,0.0,9.9,2,18,10:09 AM,10:19 PM,08:16 AM,06:15 PM,-3,3,4,3,9,10,63,0.0,1025,4,10,180,7,21643
2015-01-24 00:00:00,3,1,0.9,6.7,1,25,10:47 AM,11:28 PM,08:15 AM,06:16 PM,1,-3,1,-3,28,100,96,5.4,1011,1,7,51,19,21643
2015-01-24 12:00:00,3,1,0.9,6.7,1,25,10:47 AM,11:28 PM,08:15 AM,06:16 PM,2,-3,3,-3,29,100,93,1.0,997,3,9,327,21,21643
2015-01-25 00:00:00,8,1,0.0,10.0,3,32,11:24 AM,No moonset,08:15 AM,06:17 PM,-2,-4,1,-4,22,37,80,0.0,1006,1,10,267,11,21643
2015-01-25 12:00:00,8,1,0.0,10.0,3,32,11:24 AM,No moonset,08:15 AM,06:17 PM,1,6,8,6,19,20,62,0.0,1012,8,10,245,15,21643
2015-01-26 00:00:00,5,-0,0.0,5.0,1,39,12:02 PM,12:35 AM,08:14 AM,06:18 PM,1,0,4,0,18,100,83,0.0,1011,4,10,116,9,21643
2015-01-26 12:00:00,5,-0,0.0,5.0,1,39,12:02 PM,12:35 AM,08:14 AM,06:18 PM,4,-0,5,-0,36,100,90,0.0,1006,5,10,28,25,21643
2015-01-27 00:00:00,-0,-2,0.1,6.7,1,47,12:41 PM,01:40 AM,08:13 AM,06:19 PM,-3,-9,-2,-9,31,100,89,2.5,1006,-2,0,350,22,21643
2015-01-27 12:00:00,-0,-2,0.1,6.7,1,47,12:41 PM,01:40 AM,08:13 AM,06:19 PM,-3,-7,-0,-7,30,86,81,0.0,1008,-0,10,326,24,21643
2015-01-28 00:00:00,1,-6,0.0,10.1,1,54,01:24 PM,02:42 AM,08:13 AM,06:20 PM,-10,-15,-6,-15,34,68,75,0.0,1015,-6,10,337,23,21643
2015-01-28 12:00:00,1,-6,0.0,10.1,1,54,01:24 PM,02:42 AM,08:13 AM,06:20 PM,-9,-5,1,-5,28,0,48,0.0,1022,1,10,326,24,21643
2015-01-29 00:00:00,3,-4,0.0,6.7,2,61,02:08 PM,03:42 AM,08:12 AM,06:21 PM,-7,-8,-3,-8,19,7,75,0.0,1027,-3,10,326,11,21643
2015-01-29 12:00:00,3,-4,0.0,6.7,2,61,02:08 PM,03:42 AM,08:12 AM,06:21 PM,-11,-1,3,-1,15,97,35,0.0,1024,3,10,181,12,21643
2015-01-30 00:00:00,3,-6,1.1,8.3,1,69,02:56 PM,04:37 AM,08:11 AM,06:23 PM,-4,-2,3,-2,31,100,62,0.0,1014,3,10,208,17,21643
2015-01-30 12:00:00,3,-6,1.1,8.3,1,69,02:56 PM,04:37 AM,08:11 AM,06:23 PM,-4,-3,3,-3,39,100,60,0.0,1015,3,10,320,31,21643
2015-01-31 00:00:00,-1,-8,0.0,10.1,2,72,03:48 PM,05:29 AM,08:10 AM,06:24 PM,-15,-19,-8,-19,45,0,58,0.0,1024,-8,10,322,30,21643
2015-01-31 12:00:00,-1,-8,0.0,10.1,2,72,03:48 PM,05:29 AM,08:10 AM,06:24 PM,-13,-11,-3,-11,29,6,44,0.0,1025,-3,10,315,25,21643
2015-02-01 00:00:00,5,-4,0.0,8.3,2,86,04:41 PM,06:15 AM,08:09 AM,06:25 PM,-8,-4,-4,-4,2,5,73,0.0,1026,-4,10,331,1,21643
2015-02-01 12:00:00,5,-4,0.0,8.3,2,86,04:41 PM,06:15 AM,08:09 AM,06:25 PM,-7,2,5,2,12,50,43,0.0,1024,5,10,204,10,21643
2015-02-02 00:00:00,11,-4,0.0,6.7,2,94,05:36 PM,06:57 AM,08:08 AM,06:26 PM,3,-1,4,-1,27,100,92,1.0,1009,4,9,150,15,21643
2015-02-02 12:00:00,11,-4,0.0,6.7,2,94,05:36 PM,06:57 AM,08:08 AM,06:26 PM,3,-1,5,-1,32,72,88,0.0,997,5,10,326,19,21643
2015-02-03 00:00:00,-1,-5,0.0,10.2,2,100,06:31 PM,07:35 AM,08:07 AM,06:27 PM,-10,-11,-4,-11,35,2,64,0.0,1019,-4,10,319,23,21643
2015-02-03 12:00:00,-1,-5,0.0,10.2,2,100,06:31 PM,07:35 AM,08:07 AM,06:27 PM,-15,-6,-1,-6,14,0,32,0.0,1027,-1,10,300,12,21643
2015-02-04 00:00:00,7,-2,0.0,10.2,2,100,07:27 PM,08:10 AM,08:07 AM,06:28 PM,-11,-7,-2,-7,20,49,52,0.0,1027,-2,10,167,11,21643
2015-02-04 12:00:00,7,-2,0.0,10.2,2,100,07:27 PM,08:10 AM,08:07 AM,06:28 PM,-3,3,7,3,27,4,47,0.0,1021,7,10,204,22,21643
2015-02-05 00:00:00,1,-6,0.0,10.2,2,84,08:22 PM,08:42 AM,08:06 AM,06:30 PM,1,-1,4,-1,29,6,85,0.0,1013,4,10,211,14,21643
2015-02-05 12:00:00,1,-6,0.0,10.2,2,84,08:22 PM,08:42 AM,08:06 AM,06:30 PM,-11,-10,-2,-10,45,8,50,0.0,1020,-2,10,341,39,21643
2015-02-06 00:00:00,2,-7,0.0,10.3,2,76,09:17 PM,09:12 AM,08:05 AM,06:31 PM,-17,-16,-7,-16,25,0,47,0.0,1027,-7,10,340,18,21643
2015-02-06 12:00:00,2,-7,0.0,10.3,2,76,09:17 PM,09:12 AM,08:05 AM,06:31 PM,-15,-6,0,-6,25,10,29,0.0,1024,0,10,222,22,21643
2015-02-07 00:00:00,7,-2,0.0,10.3,2,69,10:12 PM,09:42 AM,08:04 AM,06:32 PM,-9,-5,-2,-5,8,9,58,0.0,1023,-2,10,2,4,21643
2015-02-07 12:00:00,7,-2,0.0,10.3,2,69,10:12 PM,09:42 AM,08:04 AM,06:32 PM,-7,3,7,3,20,11,37,0.0,1019,7,10,190,17,21643
2015-02-08 00:00:00,12,3,0.0,10.3,3,61,11:07 PM,10:12 AM,08:03 AM,06:33 PM,1,-1,3,-1,15,12,85,0.0,1015,3,10,203,7,21643
2015-02-08 12:00:00,12,3,0.0,10.3,3,61,11:07 PM,10:12 AM,08:03 AM,06:33 PM,4,11,12,11,9,5,58,0.0,1012,12,10,174,6,21643
2015-02-09 00:00:00,5,0,0.0,5.2,2,53,No moonrise,10:43 AM,08:02 AM,06:34 PM,5,6,7,6,3,29,88,0.0,1010,7,10,32,1,21643
2015-02-09 12:00:00,5,0,0.0,5.2,2,53,No moonrise,10:43 AM,08:02 AM,06:34 PM,2,1,5,1,22,100,81,0.0,1012,5,10,43,18,21643
2015-02-10 00:00:00,2,-2,0.0,5.2,1,46,12:03 AM,11:16 AM,08:00 AM,06:35 PM,-1,-7,-0,-7,28,100,94,9.1,1014,-0,3,14,22,21643
2015-02-10 12:00:00,2,-2,0.0,5.2,1,46,12:03 AM,11:16 AM,08:00 AM,06:35 PM,-1,-6,0,-6,20,100,90,1.7,1015,0,9,20,14,21643
