date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,2,-8,0.0,9.7,2,72,03:33 PM,05:03 AM,08:36 AM,06:01 PM,-21,-15,-7,-15,27,4,33,0.0,1025,-7,10,262,17,21505
2015-01-01 12:00:00,2,-8,0.0,9.7,2,72,03:33 PM,05:03 AM,08:36 AM,06:01 PM,-13,-4,2,-4,24,15,31,0.0,1020,2,10,250,21,21505
2015-01-02 00:00:00,4,-6,0.0,9.7,2,80,04:19 PM,06:01 AM,08:36 AM,06:02 PM,-10,-11,-4,-11,32,17,63,0.0,1022,-4,10,277,18,21505
2015-01-02 12:00:00,4,-6,0.0,9.7,2,80,04:19 PM,06:01 AM,08:36 AM,06:02 PM,-5,0,4,0,16,10,51,0.0,1027,4,10,285,14,21505
2015-01-03 00:00:00,2,-5,0.0,4.8,2,87,05:09 PM,06:56 AM,08:36 AM,06:03 PM,-7,-6,-5,-6,3,8,81,0.0,1030,-5,10,97,1,21505
2015-01-03 12:00:00,2,-5,0.0,4.8,2,87,05:09 PM,06:56 AM,08:36 AM,06:03 PM,0,-2,2,-2,14,100,91,0.0,1026,2,10,144,10,21505
2015-01-04 00:00:00,14,3,0.0,9.7,3,94,06:02 PM,07:47 AM,08:36 AM,06:04 PM,4,1,5,1,33,65,96,0.0,1016,5,10,190,16,21505
2015-01-04 12:00:00,14,3,0.0,9.7,3,94,06:02 PM,07:47 AM,08:36 AM,06:04 PM,11,12,14,12,30,38,85,0.0,1009,14,10,255,17,21505
2015-01-05 00:00:00,-4,-7,0.0,9.7,2,100,06:57 PM,08:32 AM,08:36 AM,06:05 PM,-3,-8,-0,-8,39,32,80,0.0,1019,-0,10,295,24,21505
2015-01-05 12:00:00,-4,-7,0.0,9.7,2,100,06:57 PM,08:32 AM,08:36 AM,06:05 PM,-16,-13,-4,-13,36,0,40,0.0,1030,-4,10,293,31,21505
