date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,4,-2,0.0,8.7,2,72,03:22 PM,04:49 AM,08:23 AM,05:51 PM,-11,-7,-2,-7,21,6,48,0.0,1024,-2,10,260,11,21651
2015-01-01 12:00:00,4,-2,0.0,8.7,2,72,03:22 PM,04:49 AM,08:23 AM,05:51 PM,-12,-1,4,-1,23,4,31,0.0,1021,4,10,227,18,21651
2015-01-02 00:00:00,7,0,0.0,8.7,2,80,04:08 PM,05:49 AM,08:23 AM,05:52 PM,-5,-5,0,-5,17,14,68,0.0,1021,0,10,243,8,21651
2015-01-02 12:00:00,7,0,0.0,8.7,2,80,04:08 PM,05:49 AM,08:23 AM,05:52 PM,-4,3,7,3,18,6,48,0.0,1026,7,10,285,13,21651
2015-01-03 00:00:00,7,0,0.0,3.5,2,87,04:58 PM,06:43 AM,08:23 AM,05:53 PM,-5,-3,1,-3,10,2,66,0.0,1031,1,10,56,5,21651
2015-01-03 12:00:00,7,0,0.0,3.5,2,87,04:58 PM,06:43 AM,08:23 AM,05:53 PM,3,4,7,4,8,97,75,0.0,1030,7,10,50,5,21651
2015-01-04 00:00:00,16,6,0.0,5.2,3,94,05:51 PM,07:34 AM,08:23 AM,05:54 PM,6,3,6,3,10,88,97,0.0,1019,6,10,250,6,21651
2015-01-04 12:00:00,16,6,0.0,5.2,3,94,05:51 PM,07:34 AM,08:23 AM,05:54 PM,13,12,14,12,21,44,91,0.1,1011,14,10,197,12,21651
2015-01-05 00:00:00,3,-3,0.0,7.0,2,100,06:46 PM,08:19 AM,08:23 AM,05:54 PM,1,0,5,0,45,0,73,0.5,1017,5,10,283,25,21651
2015-01-05 12:00:00,3,-3,0.0,7.0,2,100,06:46 PM,08:19 AM,08:23 AM,05:54 PM,-9,-5,1,-5,39,6,47,0.0,1026,1,10,289,32,21651
2015-01-06 00:00:00,-2,-6,1.7,3.5,2,100,07:42 PM,08:59 AM,08:23 AM,05:55 PM,-17,-8,-4,-8,16,46,35,0.0,1031,-4,10,336,12,21651
2015-01-06 12:00:00,-2,-6,1.7,3.5,2,100,07:42 PM,08:59 AM,08:23 AM,05:55 PM,-5,-6,-2,-6,6,100,78,0.0,1021,-2,10,161,5,21651
