date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,2,-6,0.0,8.7,2,72,03:26 PM,04:55 AM,08:29 AM,05:55 PM,-16,-11,-4,-11,25,5,41,0.0,1024,-4,10,243,13,21158
2015-01-01 12:00:00,2,-6,0.0,8.7,2,72,03:26 PM,04:55 AM,08:29 AM,05:55 PM,-15,-4,2,-4,19,3,28,0.0,1020,2,10,217,15,21158
2015-01-02 00:00:00,4,-3,0.0,8.7,2,80,04:12 PM,05:54 AM,08:29 AM,05:56 PM,-9,-7,-2,-7,22,15,61,0.0,1021,-2,10,223,10,21158
2015-01-02 12:00:00,4,-3,0.0,8.7,2,80,04:12 PM,05:54 AM,08:29 AM,05:56 PM,-6,0,4,0,15,7,48,0.0,1026,4,10,274,12,21158
2015-01-03 00:00:00,3,-2,0.0,3.5,2,87,05:02 PM,06:49 AM,08:29 AM,05:56 PM,-8,-5,-1,-5,12,5,62,0.0,1031,-1,10,21,6,21158
2015-01-03 12:00:00,3,-2,0.0,3.5,2,87,05:02 PM,06:49 AM,08:29 AM,05:56 PM,-0,-3,2,-3,8,100,83,0.0,1029,2,10,64,5,21158
2015-01-04 00:00:00,12,3,0.0,5.2,2,94,05:55 PM,07:40 AM,08:29 AM,05:57 PM,4,0,4,0,15,100,98,0.0,1018,4,10,233,8,21158
2015-01-04 12:00:00,12,3,0.0,5.2,2,94,05:55 PM,07:40 AM,08:29 AM,05:57 PM,9,8,11,8,18,59,92,0.0,1009,11,10,174,10,21158
2015-01-05 00:00:00,-1,-6,0.0,7.0,2,100,06:50 PM,08:24 AM,08:29 AM,05:58 PM,-2,-5,1,-5,58,0,80,0.0,1017,1,10,281,32,21158
2015-01-05 12:00:00,-1,-6,0.0,7.0,2,100,06:50 PM,08:24 AM,08:29 AM,05:58 PM,-13,-9,-2,-9,37,0,42,0.0,1027,-2,9,282,31,21158
2015-01-06 00:00:00,-4,-8,5.0,3.5,2,100,07:46 PM,09:05 AM,08:29 AM,05:59 PM,-20,-10,-6,-10,12,47,31,0.0,1031,-6,10,309,9,21158
2015-01-06 12:00:00,-4,-8,5.0,3.5,2,100,07:46 PM,09:05 AM,08:29 AM,05:59 PM,-7,-9,-4,-9,10,100,83,2.5,1021,-4,2,257,9,21158
2015-01-07 00:00:00,-8,-14,0.0,8.2,1,84,08:42 PM,09:42 AM,08:29 AM,06:00 PM,-10,-14,-8,-14,9,68,88,0.0,1019,-8,10,224,5,21158
2015-01-07 12:00:00,-8,-14,0.0,8.2,1,84,08:42 PM,09:42 AM,08:29 AM,06:00 PM,-16,-17,-8,-17,39,74,50,0.0,1020,-8,10,292,31,21158
2015-01-08 00:00:00,-10,-16,0.0,9.7,2,77,09:38 PM,10:14 AM,08:29 AM,06:01 PM,-18,-25,-15,-25,28,40,82,0.0,1032,-15,10,291,16,21158
2015-01-08 12:00:00,-10,-16,0.0,9.7,2,77,09:38 PM,10:14 AM,08:29 AM,06:01 PM,-17,-19,-11,-19,18,13,60,0.0,1032,-11,10,270,15,21158
