date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,5,-1,0.0,8.7,2,72,03:24 PM,04:49 AM,08:22 AM,05:53 PM,-9,-5,-1,-5,18,6,55,0.0,1025,-1,10,259,9,21606
2015-01-01 12:00:00,5,-1,0.0,8.7,2,72,03:24 PM,04:49 AM,08:22 AM,05:53 PM,-10,1,5,1,22,16,33,0.0,1022,5,10,229,17,21606
2015-01-02 00:00:00,8,1,0.0,8.7,2,80,04:10 PM,05:48 AM,08:22 AM,05:54 PM,-3,-3,1,-3,17,31,73,0.0,1021,1,10,242,8,21606
2015-01-02 12:00:00,8,1,0.0,8.7,2,80,04:10 PM,05:48 AM,08:22 AM,05:54 PM,-3,5,8,5,13,7,49,0.0,1026,8,10,284,10,21606
2015-01-03 00:00:00,9,2,0.0,5.2,3,87,05:00 PM,06:43 AM,08:23 AM,05:55 PM,-3,-1,2,-1,11,4,69,0.0,1031,2,10,85,5,21606
2015-01-03 12:00:00,9,2,0.0,5.2,3,87,05:00 PM,06:43 AM,08:23 AM,05:55 PM,5,6,9,6,7,100,75,0.0,1030,9,10,86,5,21606
2015-01-04 00:00:00,17,7,0.0,5.2,3,94,05:53 PM,07:34 AM,08:23 AM,05:56 PM,7,4,7,4,10,77,97,0.0,1019,7,10,248,6,21606
2015-01-04 12:00:00,17,7,0.0,5.2,3,94,05:53 PM,07:34 AM,08:23 AM,05:56 PM,14,16,16,16,31,72,88,0.0,1012,16,10,192,17,21606
2015-01-05 00:00:00,5,-2,0.0,8.7,1,100,06:48 PM,08:19 AM,08:23 AM,05:57 PM,2,2,6,2,41,17,71,1.3,1018,6,9,297,23,21606
2015-01-05 12:00:00,5,-2,0.0,8.7,1,100,06:48 PM,08:19 AM,08:23 AM,05:57 PM,-7,-4,2,-4,39,3,50,0.0,1027,2,10,298,31,21606
2015-01-06 00:00:00,1,-4,1.1,3.5,2,100,07:44 PM,09:00 AM,08:23 AM,05:58 PM,-15,-7,-3,-7,17,45,36,0.0,1031,-3,10,350,13,21606
2015-01-06 12:00:00,1,-4,1.1,3.5,2,100,07:44 PM,09:00 AM,08:23 AM,05:58 PM,-5,-3,1,-3,8,65,67,0.0,1021,1,10,152,6,21606
2015-01-07 00:00:00,-4,-9,0.0,8.7,2,84,08:39 PM,09:36 AM,08:23 AM,05:59 PM,-8,-9,-4,-9,15,30,76,0.0,1020,-4,10,303,9,21606
2015-01-07 12:00:00,-4,-9,0.0,8.7,2,84,08:39 PM,09:36 AM,08:23 AM,05:59 PM,-14,-14,-5,-14,45,38,50,0.0,1020,-5,10,313,36,21606
2015-01-08 00:00:00,-7,-12,0.0,8.7,1,77,09:35 PM,10:09 AM,08:23 AM,05:59 PM,-16,-21,-11,-21,40,30,68,0.0,1031,-11,7,317,28,21606
2015-01-08 12:00:00,-7,-12,0.0,8.7,1,77,09:35 PM,10:09 AM,08:23 AM,05:59 PM,-16,-16,-8,-16,18,3,55,0.0,1033,-8,10,290,15,21606
2015-01-09 00:00:00,2,-5,0.0,9.8,2,69,10:30 PM,10:41 AM,08:22 AM,06:00 PM,-15,-12,-5,-12,36,45,45,0.0,1023,-5,10,200,22,21606
2015-01-09 12:00:00,2,-5,0.0,9.8,2,69,10:30 PM,10:41 AM,08:22 AM,06:00 PM,-8,-4,2,-4,19,21,48,0.0,1020,2,7,278,14,21606
2015-01-10 00:00:00,-5,-10,0.0,9.8,2,62,11:25 PM,11:11 AM,08:22 AM,06:01 PM,-11,-14,-6,-14,27,0,71,0.0,1028,-6,10,316,16,21606
2015-01-10 12:00:00,-5,-10,0.0,9.8,2,62,11:25 PM,11:11 AM,08:22 AM,06:01 PM,-15,-13,-7,-13,15,0,49,0.0,1036,-7,10,314,13,21606
2015-01-11 00:00:00,3,-5,0.0,9.8,2,55,No moonrise,11:40 AM,08:22 AM,06:02 PM,-12,-9,-5,-9,16,10,56,0.0,1037,-5,10,162,9,21606
2015-01-11 12:00:00,3,-5,0.0,9.8,2,55,No moonrise,11:40 AM,08:22 AM,06:02 PM,-8,-1,3,-1,16,41,45,0.0,1037,3,10,176,13,21606
2015-01-12 00:00:00,4,1,0.0,4.9,2,48,12:20 AM,12:10 PM,08:22 AM,06:03 PM,-3,-3,1,-3,12,48,73,0.0,1033,1,10,171,6,21606
2015-01-12 12:00:00,4,1,0.0,4.9,2,48,12:20 AM,12:10 PM,08:22 AM,06:03 PM,4,1,4,1,7,100,97,0.0,1023,4,0,339,4,21606
2015-01-13 00:00:00,-1,-3,0.1,9.8,1,40,01:17 AM,12:42 PM,08:22 AM,06:04 PM,-0,-4,2,-4,21,70,88,1.5,1026,2,9,2,13,21606
2015-01-13 12:00:00,-1,-3,0.1,9.8,1,40,01:17 AM,12:42 PM,08:22 AM,06:04 PM,-8,-8,-2,-8,21,40,60,0.0,1035,-2,10,6,17,21606
2015-01-14 00:00:00,1,-4,0.7,4.9,2,33,02:14 AM,01:17 PM,08:21 AM,06:05 PM,-7,-9,-3,-9,23,31,73,0.0,1032,-3,10,30,16,21606
2015-01-14 12:00:00,1,-4,0.7,4.9,2,33,02:14 AM,01:17 PM,08:21 AM,06:05 PM,-2,-4,1,-4,16,100,82,0.5,1026,1,2,9,12,21606
2015-01-15 00:00:00,1,-2,0.0,9.9,1,26,03:13 AM,01:56 PM,08:21 AM,06:06 PM,-4,-7,-2,-7,14,80,86,0.0,1022,-2,10,357,9,21606
2015-01-15 12:00:00,1,-2,0.0,9.9,1,26,03:13 AM,01:56 PM,08:21 AM,06:06 PM,-5,-2,1,-2,13,3,62,0.0,1020,1,10,276,10,21606
2015-01-16 00:00:00,6,-0,0.0,9.9,2,19,04:13 AM,02:41 PM,08:21 AM,06:07 PM,-2,-5,-0,-5,19,0,85,0.0,1016,-0,10,237,9,21606
2015-01-16 12:00:00,6,-0,0.0,9.9,2,19,04:13 AM,02:41 PM,08:21 AM,06:07 PM,-2,1,6,1,33,4,59,0.0,1016,6,10,289,24,21606
2015-01-17 00:00:00,1,-4,0.0,9.9,2,11,05:14 AM,03:33 PM,08:20 AM,06:09 PM,-10,-10,-3,-10,24,9,58,0.0,1026,-3,10,20,14,21606
2015-01-17 12:00:00,1,-4,0.0,9.9,2,11,05:14 AM,03:33 PM,08:20 AM,06:09 PM,-13,-3,0,-3,6,6,36,0.0,1029,0,10,166,5,21606
2015-01-18 00:00:00,5,2,0.0,6.6,2,4,06:13 AM,04:31 PM,08:20 AM,06:10 PM,0,-3,2,-3,29,4,84,0.0,1022,2,10,172,14,21606
