date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01 00:00:00,5,-1,0.0,8.7,2,72,03:22 PM,04:46 AM,08:19 AM,05:52 PM,-6,-4,1,-4,24,4,60,0.0,1025,1,10,236,13,21804
2015-01-01 12:00:00,5,-1,0.0,8.7,2,72,03:22 PM,04:46 AM,08:19 AM,05:52 PM,-8,1,5,1,21,22,39,0.0,1022,5,10,232,17,21804
2015-01-02 00:00:00,8,2,0.0,8.7,3,80,04:09 PM,05:45 AM,08:19 AM,05:53 PM,-1,-1,3,-1,26,4,73,0.0,1022,3,10,236,13,21804
2015-01-02 12:00:00,8,2,0.0,8.7,3,80,04:09 PM,05:45 AM,08:19 AM,05:53 PM,-1,6,8,6,6,7,55,0.0,1026,8,10,282,5,21804
2015-01-03 00:00:00,10,3,0.0,3.5,3,87,04:59 PM,06:40 AM,08:19 AM,05:54 PM,-2,0,3,0,9,9,71,0.0,1031,3,10,78,4,21804
2015-01-03 12:00:00,10,3,0.0,3.5,3,87,04:59 PM,06:40 AM,08:19 AM,05:54 PM,7,6,9,6,9,100,84,0.5,1030,9,2,60,6,21804
2015-01-04 00:00:00,18,9,0.0,5.2,4,94,05:52 PM,07:30 AM,08:19 AM,05:55 PM,9,7,9,7,19,86,97,0.0,1020,9,10,239,11,21804
2015-01-04 12:00:00,18,9,0.0,5.2,4,94,05:52 PM,07:30 AM,08:19 AM,05:55 PM,16,18,18,18,42,33,85,0.0,1013,18,10,208,27,21804
2015-01-05 00:00:00,6,-1,0.0,8.7,2,100,06:47 PM,08:16 AM,08:19 AM,05:56 PM,4,4,8,4,28,32,77,0.0,1018,8,10,329,15,21804
2015-01-05 12:00:00,6,-1,0.0,8.7,2,100,06:47 PM,08:16 AM,08:19 AM,05:56 PM,-4,-2,4,-2,36,0,56,0.0,1026,4,10,308,28,21804
2015-01-06 00:00:00,3,-2,0.7,5.2,2,100,07:42 PM,08:57 AM,08:19 AM,05:57 PM,-13,-7,-2,-7,20,22,43,0.0,1031,-2,10,359,14,21804
2015-01-06 12:00:00,3,-2,0.7,5.2,2,100,07:42 PM,08:57 AM,08:19 AM,05:57 PM,-3,-1,3,-1,13,42,63,0.4,1021,3,5,134,11,21804
2015-01-07 00:00:00,-1,-8,0.0,8.7,2,84,08:38 PM,09:34 AM,08:19 AM,05:58 PM,-8,-7,-2,-7,12,15,68,0.0,1020,-2,10,337,8,21804
2015-01-07 12:00:00,-1,-8,0.0,8.7,2,84,08:38 PM,09:34 AM,08:19 AM,05:58 PM,-14,-12,-3,-12,43,39,41,0.0,1019,-3,10,325,37,21804
2015-01-08 00:00:00,-6,-10,0.0,8.7,2,77,09:33 PM,10:07 AM,08:19 AM,05:58 PM,-18,-21,-10,-21,45,17,51,0.0,1030,-10,10,330,33,21804
2015-01-08 12:00:00,-6,-10,0.0,8.7,2,77,09:33 PM,10:07 AM,08:19 AM,05:58 PM,-18,-14,-7,-14,19,2,40,0.0,1033,-7,10,310,16,21804
2015-01-09 00:00:00,4,-3,0.0,8.7,2,69,10:28 PM,10:38 AM,08:19 AM,05:59 PM,-13,-10,-3,-10,37,45,44,0.0,1025,-3,10,215,23,21804
2015-01-09 12:00:00,4,-3,0.0,8.7,2,69,10:28 PM,10:38 AM,08:19 AM,05:59 PM,-10,-2,4,-2,22,8,37,0.0,1020,4,10,283,18,21804
2015-01-10 00:00:00,-4,-8,0.0,9.8,2,62,11:23 PM,11:08 AM,08:19 AM,06:00 PM,-10,-11,-4,-11,16,0,66,0.0,1028,-4,10,346,9,21804
