"city","year","isocode","continent","latitude","longitude","city_population","ln_city_population","ln_wpot","post","ln_wpot_post","ln_oworld","ln_tropics","ln_elevation","ln_rugged","ydum1000","ydum1100","ydum1200","ydum1300","ydum1400","ydum1500","ydum1600","ydum1700","ydum1750","ydum1800","ydum1850","ydum1900"
"Kerbela",1900,"IRQ","Asia",32.6100006103516,44.0200004577637,65000,11.082142829895,0,1,0,0,10.3551025390625,4.42990064620972,1.40971457958221,0,0,0,0,0,0,0,0,0,0,0,1
"Kerman",1700,"IRN","Asia",30.2900009155273,57.060001373291,45000,10.7144174575806,0,0,0,0,10.3551025390625,8.10340976715088,3.35720777511597,0,0,0,0,0,0,0,1,0,0,0,0
"Kerman",1750,"IRN","Asia",30.2900009155273,57.060001373291,45000,10.7144174575806,0,1,0,0,10.3551025390625,8.10340976715088,3.35720777511597,0,0,0,0,0,0,0,0,1,0,0,0
"Kerman",1900,"IRN","Asia",30.2900009155273,57.060001373291,49000,10.7995758056641,0,1,0,0,10.3551025390625,8.10340976715088,3.35720777511597,0,0,0,0,0,0,0,0,0,0,0,1
"Kermanshah",1900,"IRN","Asia",34.2999992370605,47.0499992370605,40000,10.5966348648071,0,1,0,6.40822696685791,10.3551025390625,7.87574100494385,3.7187237739563,0,0,0,0,0,0,0,0,0,0,0,1
"Kharkov",1900,"UKR","Europe",49.9900016784668,36.25,197000,12.1909589767456,10.2545900344849,1,10.2545900344849,10.3551025390625,0,5.33513116836548,2.28350472450256,0,0,0,0,0,0,0,0,0,0,0,1
"Kherson",1900,"UKR","Europe",46.7000007629395,32.6699981689453,73000,11.1982145309448,4.69096708297729,1,4.69096708297729,10.1651458740234,0,4.20593547821045,1.83246278762817,0,0,0,0,0,0,0,0,0,0,0,1
"Kiel",1900,"DEU","Europe",54.3199996948242,10.1300001144409,117000,11.6699295043945,10.1271476745605,1,10.1271476745605,9.96134853363037,0,4.29259777069092,1.39989995956421,0,0,0,0,0,0,0,0,0,0,0,1
"Kiev",1000,"UKR","Europe",50.4500007629395,30.5,45000,10.7144174575806,10.0620107650757,0,0,10.2660932540894,0,5.22533321380615,1.58967339992523,1,0,0,0,0,0,0,0,0,0,0,0
"Kiev",1100,"UKR","Europe",50.4500007629395,30.5,50000,10.8197784423828,10.0620107650757,0,0,10.2660932540894,0,5.22533321380615,1.58967339992523,0,1,0,0,0,0,0,0,0,0,0,0
"Kiev",1850,"UKR","Europe",50.4500007629395,30.5,52000,10.8589992523193,10.0620107650757,1,10.0620107650757,10.2660932540894,0,5.22533321380615,1.58967339992523,0,0,0,0,0,0,0,0,0,0,1,0
"Kiev",1900,"UKR","Europe",50.4500007629395,30.5,3e+05,12.6115379333496,10.0620107650757,1,10.0620107650757,10.2660932540894,0,5.22533321380615,1.58967339992523,0,0,0,0,0,0,0,0,0,0,0,1
"Kingtehchen",1200,"CHN","Asia",29.2800006866455,117.199996948242,50000,10.8197784423828,0,0,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,1,0,0,0,0,0,0,0,0,0
"Kingtehchen",1300,"CHN","Asia",29.2800006866455,117.199996948242,50000,10.8197784423828,0,0,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,0,1,0,0,0,0,0,0,0,0
"Kingtehchen",1400,"CHN","Asia",29.2800006866455,117.199996948242,75000,11.2252435684204,0,0,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,0,0,1,0,0,0,0,0,0,0
"Kingtehchen",1600,"CHN","Asia",29.2800006866455,117.199996948242,75000,11.2252435684204,0,0,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,0,0,0,0,1,0,0,0,0,0
"Kingtehchen",1700,"CHN","Asia",29.2800006866455,117.199996948242,1e+05,11.5129251480103,0,0,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,0,0,0,0,0,1,0,0,0,0
"Kingtehchen",1750,"CHN","Asia",29.2800006866455,117.199996948242,136000,11.8204097747803,0,1,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,0,0,0,0,0,0,1,0,0,0
"Kingtehchen",1800,"CHN","Asia",29.2800006866455,117.199996948242,164000,12.0076217651367,0,1,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,0,0,0,0,0,0,0,1,0,0
"Kingtehchen",1850,"CHN","Asia",29.2800006866455,117.199996948242,170000,12.043553352356,0,1,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,0,0,0,0,0,0,0,0,1,0
"Kingtehchen",1900,"CHN","Asia",29.2800006866455,117.199996948242,40000,10.5966348648071,0,1,0,9.01541709899902,10.2497453689575,7.00323057174683,3.00124406814575,0,0,0,0,0,0,0,0,0,0,0,1
"Kirin",1850,"CHN","Asia",43.8899993896484,125.309997558594,40000,10.5966348648071,10.0692501068115,1,10.0692501068115,10.1727867126465,0,5.85905075073242,2.02926468849182,0,0,0,0,0,0,0,0,0,0,1,0
"Kirin",1900,"CHN","Asia",43.8899993896484,125.309997558594,75000,11.2252435684204,10.0692501068115,1,10.0692501068115,10.1727867126465,0,5.85905075073242,2.02926468849182,0,0,0,0,0,0,0,0,0,0,0,1
"Kishinev",1850,"MDA","Europe",47.0099983215332,28.8400001525879,45000,10.7144174575806,9.15934371948242,1,9.15934371948242,10.0847263336182,0,5.51845645904541,2.86841034889221,0,0,0,0,0,0,0,0,0,0,1,0
"Kishinev",1900,"MDA","Europe",47.0099983215332,28.8400001525879,125000,11.7360687255859,9.15934371948242,1,9.15934371948242,10.0847263336182,0,5.51845645904541,2.86841034889221,0,0,0,0,0,0,0,0,0,0,0,1
"Kobe",1900,"JPN","Asia",34.689998626709,135.160003662109,242000,12.3966932296753,7.20950508117676,1,7.20950508117676,9.34443950653076,9.25655364990234,6.84290552139282,3.15616941452026,0,0,0,0,0,0,0,0,0,0,0,1
"Kokanada",1900,"IND","Asia",16.9400005340576,82.2300033569336,47000,10.7579030990601,0,1,0,9.71807289123535,10.3551025390625,6.41607856750488,2.33070015907288,0,0,0,0,0,0,0,0,0,0,0,1
"Kokand",1900,"UZB","Asia",40.5299987792969,70.9300003051758,86000,11.3621025085449,0,1,0,9.07315158843994,0,7.84963035583496,3.10484170913696,0,0,0,0,0,0,0,0,0,0,0,1
"Kolar",1600,"IND","Asia",13.1300001144409,78.129997253418,40000,10.5966348648071,0,0,0,9.75904273986816,10.3551025390625,7.03311824798584,2.51050639152527,0,0,0,0,0,0,1,0,0,0,0,0
"Kolhapur",1900,"IND","Asia",16.6900005340576,74.2200012207031,51000,10.8395805358887,0,1,0,7.91730403900146,10.3551025390625,6.67538833618164,2.73236513137817,0,0,0,0,0,0,0,0,0,0,0,1
"Koloszvar",1900,"HUN","Europe",47.4300003051758,19.1599998474121,46000,10.7363967895508,9.80982971191406,1,9.80982971191406,10.2929372787476,0,6.09799671173096,2.25903129577637,0,0,0,0,0,0,0,0,0,0,0,1
"Konigsberg",1750,"DEU","Europe",50.6399993896484,8.52999973297119,52000,10.8589992523193,9.15212154388428,1,9.15212154388428,10.0563812255859,0,6.30126142501831,2.9168164730072,0,0,0,0,0,0,0,0,1,0,0,0
"Konigsberg",1800,"DEU","Europe",50.6399993896484,8.52999973297119,53000,10.8780469894409,9.15212154388428,1,9.15212154388428,10.0563812255859,0,6.30126142501831,2.9168164730072,0,0,0,0,0,0,0,0,0,1,0,0
"Konigsberg",1900,"DEU","Europe",50.6399993896484,8.52999973297119,189000,12.1495027542114,9.15212154388428,1,9.15212154388428,10.0563812255859,0,6.30126142501831,2.9168164730072,0,0,0,0,0,0,0,0,0,0,0,1
"Kostroma",1900,"RUS","Asia",57.7799987792969,40.9300003051758,41000,10.6213274002075,10.2691259384155,1,10.2691259384155,10.25412940979,0,5.228431224823,1.81242883205414,0,0,0,0,0,0,0,0,0,0,0,1
"Kovno",1900,"LTU","Europe",54.8899993896484,23.8899993896484,69000,11.1418619155884,10.0747299194336,1,10.0747299194336,10.3551025390625,0,5.09884977340698,1.62872815132141,0,0,0,0,0,0,0,0,0,0,0,1
"Kozlov",1900,"UKR","Europe",49.8600006103516,39.1500015258789,41000,10.6213274002075,9.68372535705566,1,9.68372535705566,10.3386640548706,0,5.40079879760742,2.44255518913269,0,0,0,0,0,0,0,0,0,0,0,1
"Krakow",1850,"POL","Europe",50.060001373291,19.9400005340576,42000,10.6454248428345,10.1271343231201,1,10.1271343231201,10.0792322158813,0,6.68284893035889,2.73218536376953,0,0,0,0,0,0,0,0,0,0,1,0
"Krakow",1900,"POL","Europe",50.060001373291,19.9400005340576,108000,11.5898866653442,10.1271343231201,1,10.1271343231201,10.0792322158813,0,6.68284893035889,2.73218536376953,0,0,0,0,0,0,0,0,0,0,0,1
"Krefeld",1900,"DEU","Europe",51.3300018310547,6.55000019073486,109000,11.599102973938,9.2779426574707,1,9.2779426574707,9.91021347045898,0,5.36419439315796,2.03337287902832,0,0,0,0,0,0,0,0,0,0,0,1
"Kremenchug",1900,"UKR","Europe",49.0699996948242,33.4199981689453,65000,11.082142829895,10.1541175842285,1,10.1541175842285,10.2952060699463,0,5.10756015777588,1.97258794307709,0,0,0,0,0,0,0,0,0,0,0,1
"Kronstadt",1900,"RUS","Asia",59.9900016784668,29.7600002288818,60000,11.0020999908447,10.0362167358398,1,10.0362167358398,10.0487394332886,0,4.74827098846436,1.58647692203522,0,0,0,0,0,0,0,0,0,0,0,1
"Kuala Lumpur",1900,"MYS","Asia",3.15000009536743,101.699996948242,47000,10.7579030990601,0,1,0,7.42637872695923,10.3551025390625,6.60553455352783,2.62495279312134,0,0,0,0,0,0,0,0,0,0,0,1
"Kukukhoto",1900,"CHN","Asia",40.810001373291,111.650001525879,50000,10.8197784423828,7.08688068389893,1,7.08688068389893,0,0,7.50423765182495,2.71308088302612,0,0,0,0,0,0,0,0,0,0,0,1
"Kumamoto",1900,"JPN","Asia",32.7900009155273,130.720001220703,59000,10.9852924346924,0,1,0,8.01272201538086,9.34355735778809,6.93142032623291,3.30881571769714,0,0,0,0,0,0,0,0,0,0,0,1
"Kumbakonam",1900,"IND","Asia",10.9499998092651,79.379997253418,59000,10.9852924346924,0,1,0,10.0334024429321,10.3551025390625,4.5712685585022,1.08448934555054,0,0,0,0,0,0,0,0,0,0,0,1
"Kure",1900,"JPN","Asia",34.2299995422363,132.589996337891,60000,11.0020999908447,8.44462108612061,1,8.44462108612061,9.50471210479736,7.79053449630737,6.64311027526855,3.21167874336243,0,0,0,0,0,0,0,0,0,0,0,1
"Kursk",1900,"RUS","Asia",51.7400016784668,36.1800003051758,58000,10.9681978225708,10.3357381820679,1,10.3357381820679,10.3551025390625,0,5.55747127532959,2.28549480438232,0,0,0,0,0,0,0,0,0,0,0,1
"Kweichow",1900,"CHN","Asia",23.0799999237061,114.410003662109,40000,10.5966348648071,0,1,0,8.66213321685791,10.3551025390625,6.60238122940063,3.0229926109314,0,0,0,0,0,0,0,0,0,0,0,1
"Kweilin",1850,"CHN","Asia",25.1700000762939,110.349998474121,43000,10.6689558029175,0,1,0,7.71920824050903,10.3551025390625,7.29277753829956,3.34434628486633,0,0,0,0,0,0,0,0,0,0,1,0
"Kweilin",1900,"CHN","Asia",25.1700000762939,110.349998474121,80000,11.2897815704346,0,1,0,7.71920824050903,10.3551025390625,7.29277753829956,3.34434628486633,0,0,0,0,0,0,0,0,0,0,0,1
"Kweiyang",1750,"CHN","Asia",26.5400009155273,106.76000213623,45000,10.7144174575806,5.55765056610107,1,5.55765056610107,9.04956150054932,10.3551025390625,7.41526126861572,3.17078542709351,0,0,0,0,0,0,0,0,1,0,0,0
"Kweiyang",1800,"CHN","Asia",26.5400009155273,106.76000213623,65000,11.082142829895,5.55765056610107,1,5.55765056610107,9.04956150054932,10.3551025390625,7.41526126861572,3.17078542709351,0,0,0,0,0,0,0,0,0,1,0,0
"Kweiyang",1900,"CHN","Asia",26.5400009155273,106.76000213623,1e+05,11.5129251480103,5.55765056610107,1,5.55765056610107,9.04956150054932,10.3551025390625,7.41526126861572,3.17078542709351,0,0,0,0,0,0,0,0,0,0,0,1
"Kyoto",1000,"JPN","Asia",34.9900016784668,135.75,175000,12.0725412368774,7.61302804946899,0,0,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,1,0,0,0,0,0,0,0,0,0,0,0
"Kyoto",1100,"JPN","Asia",34.9900016784668,135.75,175000,12.0725412368774,7.61302804946899,0,0,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,1,0,0,0,0,0,0,0,0,0,0
"Kyoto",1200,"JPN","Asia",34.9900016784668,135.75,1e+05,11.5129251480103,7.61302804946899,0,0,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,1,0,0,0,0,0,0,0,0,0
"Kyoto",1300,"JPN","Asia",34.9900016784668,135.75,40000,10.5966348648071,7.61302804946899,0,0,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,1,0,0,0,0,0,0,0,0
"Kyoto",1400,"JPN","Asia",34.9900016784668,135.75,150000,11.9183902740479,7.61302804946899,0,0,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,0,1,0,0,0,0,0,0,0
"Kyoto",1500,"JPN","Asia",34.9900016784668,135.75,40000,10.5966348648071,7.61302804946899,0,0,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,0,0,1,0,0,0,0,0,0
"Kyoto",1600,"JPN","Asia",34.9900016784668,135.75,3e+05,12.6115379333496,7.61302804946899,0,0,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,0,0,0,1,0,0,0,0,0
"Kyoto",1700,"JPN","Asia",34.9900016784668,135.75,350000,12.7656888961792,7.61302804946899,0,0,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,0,0,0,0,1,0,0,0,0
"Kyoto",1750,"JPN","Asia",34.9900016784668,135.75,362000,12.7993993759155,7.61302804946899,1,7.61302804946899,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,0,0,0,0,0,1,0,0,0
"Kyoto",1800,"JPN","Asia",34.9900016784668,135.75,377000,12.8400001525879,7.61302804946899,1,7.61302804946899,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,0,0,0,0,0,0,1,0,0
"Kyoto",1850,"JPN","Asia",34.9900016784668,135.75,323000,12.6854076385498,7.61302804946899,1,7.61302804946899,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,0,0,0,0,0,0,0,1,0
"Kyoto",1900,"JPN","Asia",34.9900016784668,135.75,362000,12.7993993759155,7.61302804946899,1,7.61302804946899,9.44219779968262,9.05590438842773,6.8843469619751,3.09578800201416,0,0,0,0,0,0,0,0,0,0,0,1
"Lanchow",1800,"CHN","Asia",36.0699996948242,103.75,90000,11.4075651168823,0,1,0,7.40022325515747,7.79053449630737,8.01287364959717,3.30802035331726,0,0,0,0,0,0,0,0,0,1,0,0
"Lanchow",1850,"CHN","Asia",36.0699996948242,103.75,1e+05,11.5129251480103,0,1,0,7.40022325515747,7.79053449630737,8.01287364959717,3.30802035331726,0,0,0,0,0,0,0,0,0,0,1,0
"Lanchow",1900,"CHN","Asia",36.0699996948242,103.75,110000,11.6082353591919,0,1,0,7.40022325515747,7.79053449630737,8.01287364959717,3.30802035331726,0,0,0,0,0,0,0,0,0,0,0,1
"Las Palmas",1900,"ESP","Europe",28.1200008392334,-15.4300003051758,44000,10.6919450759888,0,1,0,10.0414562225342,10.3551025390625,6.93420267105103,3.24085474014282,0,0,0,0,0,0,0,0,0,0,0,1
"Lashkar",1900,"IND","Asia",26.2199993133545,78.1699981689453,90000,11.4075651168823,0,1,0,0,10.3551025390625,5.70549821853638,1.77539503574371,0,0,0,0,0,0,0,0,0,0,0,1
"Lausanne",1900,"CHE","Europe",46.5099983215332,6.63000011444092,46000,10.7363967895508,9.50692558288574,1,9.50692558288574,9.69495487213135,0,7.49960327148438,3.57922053337097,0,0,0,0,0,0,0,0,0,0,0,1
"Le Havre",1850,"FRA","Europe",49.4900016784668,0.100000001490116,54000,10.8967390060425,10.0454158782959,1,10.0454158782959,10.31529712677,8.96890354156494,5.21838808059692,2.25040674209595,0,0,0,0,0,0,0,0,0,0,1,0
"Le Havre",1900,"FRA","Europe",49.4900016784668,0.100000001490116,150000,11.9183902740479,10.0454158782959,1,10.0454158782959,10.31529712677,8.96890354156494,5.21838808059692,2.25040674209595,0,0,0,0,0,0,0,0,0,0,0,1
"Le Mans",1900,"FRA","Europe",48,0.189999997615814,63000,11.0508899688721,9.3924732208252,1,9.3924732208252,10.3412714004517,7.79053449630737,5.52006006240845,2.10971164703369,0,0,0,0,0,0,0,0,0,0,0,1
"Leeds",1800,"GBR","Europe",53.7900009155273,-1.53999996185303,51000,10.8395805358887,9.15212154388428,1,9.15212154388428,10.1045875549316,0,6.08340549468994,2.09531736373901,0,0,0,0,0,0,0,0,0,1,0,0
"Leeds",1850,"GBR","Europe",53.7900009155273,-1.53999996185303,184000,12.12269115448,9.15212154388428,1,9.15212154388428,10.1045875549316,0,6.08340549468994,2.09531736373901,0,0,0,0,0,0,0,0,0,0,1,0
"Leeds",1900,"GBR","Europe",53.7900009155273,-1.53999996185303,436000,12.9853973388672,9.15212154388428,1,9.15212154388428,10.1045875549316,0,6.08340549468994,2.09531736373901,0,0,0,0,0,0,0,0,0,0,0,1
"Leghorn",1900,"ITA","Europe",43.4799995422363,10.1199998855591,78000,11.2644643783569,9.18144035339355,1,9.18144035339355,9.98324203491211,10.3551025390625,6.87074565887451,3.22627997398376,0,0,0,0,0,0,0,0,0,0,0,1
"Leicester",1900,"GBR","Europe",52.6300010681152,-1.12000000476837,207000,12.2404737472534,9.57050037384033,1,9.57050037384033,10.258713722229,0,5.6590723991394,1.35554122924805,0,0,0,0,0,0,0,0,0,0,0,1
"Leiden",1700,"NLD","Europe",52.1599998474121,4.48999977111816,56000,10.9331073760986,6.72396373748779,0,0,9.90780830383301,0,3.12181401252747,0.100741557776928,0,0,0,0,0,0,0,1,0,0,0,0
"Leiden",1900,"NLD","Europe",52.1599998474121,4.48999977111816,54000,10.8967390060425,6.72396373748779,1,6.72396373748779,9.90780830383301,0,3.12181401252747,0.100741557776928,0,0,0,0,0,0,0,0,0,0,0,1
"Leipzig",1900,"DEU","Europe",51.3300018310547,12.3699998855591,532000,13.184398651123,10.208215713501,1,10.208215713501,10.3245878219604,0,5.9998459815979,2.30258512496948,0,0,0,0,0,0,0,0,0,0,0,1
"Lemberg",1800,"UKR","Europe",49.8300018310547,24.0200004577637,42000,10.6454248428345,10.0638008117676,1,10.0638008117676,10.3129034042358,0,6.01362133026123,2.27959561347961,0,0,0,0,0,0,0,0,0,1,0,0
"Lemberg",1900,"UKR","Europe",49.8300018310547,24.0200004577637,159000,11.9766597747803,10.0638008117676,1,10.0638008117676,10.3129034042358,0,6.01362133026123,2.27959561347961,0,0,0,0,0,0,0,0,0,0,0,1
"Lhasa",1700,"CHN","Asia",29.6499996185303,91.120002746582,80000,11.2897815704346,0,0,0,0,10.3551025390625,8.63861656188965,3.90970134735107,0,0,0,0,0,0,0,1,0,0,0,0
"Lhasa",1750,"CHN","Asia",29.6499996185303,91.120002746582,50000,10.8197784423828,0,1,0,0,10.3551025390625,8.63861656188965,3.90970134735107,0,0,0,0,0,0,0,0,1,0,0,0
"Lhasa",1800,"CHN","Asia",29.6499996185303,91.120002746582,50000,10.8197784423828,0,1,0,0,10.3551025390625,8.63861656188965,3.90970134735107,0,0,0,0,0,0,0,0,0,1,0,0
"Lhasa",1850,"CHN","Asia",29.6499996185303,91.120002746582,42000,10.6454248428345,0,1,0,0,10.3551025390625,8.63861656188965,3.90970134735107,0,0,0,0,0,0,0,0,0,0,1,0
"Liaoyang",1000,"CHN","Asia",41.1500015258789,123.400001525879,40000,10.5966348648071,8.76794910430908,0,0,9.11652183532715,0,6.67385959625244,2.83249044418335,1,0,0,0,0,0,0,0,0,0,0,0
"Liaoyang",1100,"CHN","Asia",41.1500015258789,123.400001525879,40000,10.5966348648071,8.76794910430908,0,0,9.11652183532715,0,6.67385959625244,2.83249044418335,0,1,0,0,0,0,0,0,0,0,0,0
"Libau",1900,"LVA","Europe",56.4799995422363,21.0100002288818,67000,11.1124477386475,10.3551025390625,1,10.3551025390625,10.3551025390625,0,4.61291790008545,1.61955606937408,0,0,0,0,0,0,0,0,0,0,0,1
"Liege",1900,"BEL","Europe",50.6399993896484,5.57000017166138,295000,12.5947303771973,9.3924732208252,1,9.3924732208252,10.0404405593872,0,5.79179334640503,2.35407972335815,0,0,0,0,0,0,0,0,0,0,0,1
"Liegnitz",1900,"POL","Europe",51.189998626709,16.1299991607666,55000,10.9150886535645,9.84246444702148,1,9.84246444702148,9.9737491607666,0,6.17369937896729,2.27622652053833,0,0,0,0,0,0,0,0,0,0,0,1
"Lille",1700,"FRA","Europe",50.6300010681152,3.05999994277954,55000,10.9150886535645,10.0760507583618,0,0,10.291431427002,0,5.07701015472412,1.89290952682495,0,0,0,0,0,0,0,1,0,0,0,0
"Lille",1750,"FRA","Europe",50.6300010681152,3.05999994277954,62000,11.0348892211914,10.0760507583618,1,10.0760507583618,10.291431427002,0,5.07701015472412,1.89290952682495,0,0,0,0,0,0,0,0,1,0,0,0
"Lille",1800,"FRA","Europe",50.6300010681152,3.05999994277954,55000,10.9150886535645,10.0760507583618,1,10.0760507583618,10.291431427002,0,5.07701015472412,1.89290952682495,0,0,0,0,0,0,0,0,0,1,0,0
"Lille",1900,"FRA","Europe",50.6300010681152,3.05999994277954,289000,12.5741815567017,10.0760507583618,1,10.0760507583618,10.291431427002,0,5.07701015472412,1.89290952682495,0,0,0,0,0,0,0,0,0,0,0,1
"Limerick",1850,"IRL","Europe",52.6599998474121,-8.61999988555908,54000,10.8967390060425,7.05338668823242,1,7.05338668823242,9.26660251617432,9.99844074249268,6.2137508392334,2.15100288391113,0,0,0,0,0,0,0,0,0,0,1,0
"Limoges",1900,"FRA","Europe",45.8199996948242,1.25999999046326,84000,11.3385725021362,9.7040958404541,1,9.7040958404541,10.188551902771,9.25655364990234,6.2526969909668,2.57295680046082,0,0,0,0,0,0,0,0,0,0,0,1
"Lincoln",1900,"GBR","Europe",53.2299995422363,-0.529999971389771,48000,10.778956413269,9.55058097839355,1,9.55058097839355,10.2229700088501,0,5.40754556655884,1.37932574748993,0,0,0,0,0,0,0,0,0,0,0,1
"Linz",1900,"AUT","Europe",48.2999992370605,14.2799997329712,58000,10.9681978225708,9.67021656036377,1,9.67021656036377,9.90900421142578,0,7.09265947341919,3.23872518539429,0,0,0,0,0,0,0,0,0,0,0,1
"Lisbon",1400,"PRT","Europe",38.7000007629395,-9.1899995803833,55000,10.9150886535645,10.1072750091553,0,0,10.0831785202026,10.3551025390625,5.6881046295166,2.47738289833069,0,0,0,0,1,0,0,0,0,0,0,0
"Lisbon",1500,"PRT","Europe",38.7000007629395,-9.1899995803833,55000,10.9150886535645,10.1072750091553,0,0,10.0831785202026,10.3551025390625,5.6881046295166,2.47738289833069,0,0,0,0,0,1,0,0,0,0,0,0
"Lisbon",1600,"PRT","Europe",38.7000007629395,-9.1899995803833,1e+05,11.5129251480103,10.1072750091553,0,0,10.0831785202026,10.3551025390625,5.6881046295166,2.47738289833069,0,0,0,0,0,0,1,0,0,0,0,0
"Lisbon",1700,"PRT","Europe",38.7000007629395,-9.1899995803833,188000,12.1441974639893,10.1072750091553,0,0,10.0831785202026,10.3551025390625,5.6881046295166,2.47738289833069,0,0,0,0,0,0,0,1,0,0,0,0
"Lisbon",1750,"PRT","Europe",38.7000007629395,-9.1899995803833,213000,12.2690477371216,10.1072750091553,1,10.1072750091553,10.0831785202026,10.3551025390625,5.6881046295166,2.47738289833069,0,0,0,0,0,0,0,0,1,0,0,0
"Lisbon",1800,"PRT","Europe",38.7000007629395,-9.1899995803833,237000,12.3758153915405,10.1072750091553,1,10.1072750091553,10.0831785202026,10.3551025390625,5.6881046295166,2.47738289833069,0,0,0,0,0,0,0,0,0,1,0,0
"Lisbon",1850,"PRT","Europe",38.7000007629395,-9.1899995803833,262000,12.4760999679565,10.1072750091553,1,10.1072750091553,10.0831785202026,10.3551025390625,5.6881046295166,2.47738289833069,0,0,0,0,0,0,0,0,0,0,1,0
"Lisbon",1900,"PRT","Europe",38.7000007629395,-9.1899995803833,363000,12.8021583557129,10.1072750091553,1,10.1072750091553,10.0831785202026,10.3551025390625,5.6881046295166,2.47738289833069,0,0,0,0,0,0,0,0,0,0,0,1
"Liverpool",1800,"GBR","Europe",53.4099998474121,-2.97000002861023,76000,11.2384881973267,9.07183837890625,1,9.07183837890625,10.1032180786133,0,6.31394195556641,2.27735590934753,0,0,0,0,0,0,0,0,0,1,0,0
"Liverpool",1850,"GBR","Europe",53.4099998474121,-2.97000002861023,425000,12.9598445892334,9.07183837890625,1,9.07183837890625,10.1032180786133,0,6.31394195556641,2.27735590934753,0,0,0,0,0,0,0,0,0,0,1,0
"Liverpool",1900,"GBR","Europe",53.4099998474121,-2.97000002861023,940000,13.7536354064941,9.07183837890625,1,9.07183837890625,10.1032180786133,0,6.31394195556641,2.27735590934753,0,0,0,0,0,0,0,0,0,0,0,1
"Lodz",1900,"POL","Europe",51.75,19.4500007629395,351000,12.7685413360596,10.0765962600708,1,10.0765962600708,9.90745449066162,0,5.2596378326416,1.56502962112427,0,0,0,0,0,0,0,0,0,0,0,1
"London",1200,"GBR","Europe",51.5,-0.119999997317791,40000,10.5966348648071,9.75786304473877,0,0,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,1,0,0,0,0,0,0,0,0,0
"London",1300,"GBR","Europe",51.5,-0.119999997317791,45000,10.7144174575806,9.75786304473877,0,0,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,1,0,0,0,0,0,0,0,0
"London",1400,"GBR","Europe",51.5,-0.119999997317791,50000,10.8197784423828,9.75786304473877,0,0,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,0,1,0,0,0,0,0,0,0
"London",1500,"GBR","Europe",51.5,-0.119999997317791,50000,10.8197784423828,9.75786304473877,0,0,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,0,0,1,0,0,0,0,0,0
"London",1600,"GBR","Europe",51.5,-0.119999997317791,187000,12.1388635635376,9.75786304473877,0,0,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,0,0,0,1,0,0,0,0,0
"London",1700,"GBR","Europe",51.5,-0.119999997317791,550000,13.2176733016968,9.75786304473877,0,0,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,0,0,0,0,1,0,0,0,0
"London",1750,"GBR","Europe",51.5,-0.119999997317791,676000,13.4239482879639,9.75786304473877,1,9.75786304473877,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,0,0,0,0,0,1,0,0,0
"London",1800,"GBR","Europe",51.5,-0.119999997317791,861000,13.6658496856689,9.75786304473877,1,9.75786304473877,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,0,0,0,0,0,0,1,0,0
"London",1850,"GBR","Europe",51.5,-0.119999997317791,2320000,14.6570777893066,9.75786304473877,1,9.75786304473877,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,0,0,0,0,0,0,0,1,0
"London",1900,"GBR","Europe",51.5,-0.119999997317791,6480000,15.6842308044434,9.75786304473877,1,9.75786304473877,10.2607593536377,0,5.32433938980103,1.45697593688965,0,0,0,0,0,0,0,0,0,0,0,1
"Lorca",1900,"ESP","Europe",37.6699981689453,-1.69000005722046,66000,11.0974102020264,4.76154041290283,1,4.76154041290283,7.08633804321289,10.3551025390625,7.23311853408813,3.30858039855957,0,0,0,0,0,0,0,0,0,0,0,1
