"city","year","isocode","continent","latitude","longitude","city_population","ln_city_population","ln_wpot","post","ln_wpot_post","ln_oworld","ln_tropics","ln_elevation","ln_rugged","ydum1000","ydum1100","ydum1200","ydum1300","ydum1400","ydum1500","ydum1600","ydum1700","ydum1750","ydum1800","ydum1850","ydum1900"
"Caen",1850,"FRA","Europe",49.1800003051758,-0.360000014305115,43000,10.6689558029175,9.67785930633545,1,9.67785930633545,10.1990013122559,9.54421138763428,5.52404594421387,2.31348896026611,0,0,0,0,0,0,0,0,0,0,1,0
"Caen",1900,"FRA","Europe",49.1800003051758,-0.360000014305115,42000,10.6454248428345,9.67785930633545,1,9.67785930633545,10.1990013122559,9.54421138763428,5.52404594421387,2.31348896026611,0,0,0,0,0,0,0,0,0,0,0,1
"Cagliari",1900,"ITA","Europe",39.2099990844727,9.10000038146973,53000,10.8780469894409,9.2776050567627,1,9.2776050567627,9.83691787719727,10.3551025390625,6.75116300582886,3.09376049041748,0,0,0,0,0,0,0,0,0,0,0,1
"Cairo",1000,"EGY","Africa",30.0499992370605,31.2199993133545,135000,11.8130302429199,0,0,0,0,10.3551025390625,5.66764736175537,2.4467990398407,1,0,0,0,0,0,0,0,0,0,0,0
"Cairo",1100,"EGY","Africa",30.0499992370605,31.2199993133545,150000,11.9183902740479,0,0,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,1,0,0,0,0,0,0,0,0,0,0
"Cairo",1200,"EGY","Africa",30.0499992370605,31.2199993133545,2e+05,12.206072807312,0,0,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,1,0,0,0,0,0,0,0,0,0
"Cairo",1300,"EGY","Africa",30.0499992370605,31.2199993133545,4e+05,12.8992195129395,0,0,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,1,0,0,0,0,0,0,0,0
"Cairo",1400,"EGY","Africa",30.0499992370605,31.2199993133545,360000,12.7938594818115,0,0,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,0,1,0,0,0,0,0,0,0
"Cairo",1500,"EGY","Africa",30.0499992370605,31.2199993133545,4e+05,12.8992195129395,0,0,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,0,0,1,0,0,0,0,0,0
"Cairo",1600,"EGY","Africa",30.0499992370605,31.2199993133545,2e+05,12.206072807312,0,0,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,0,0,0,1,0,0,0,0,0
"Cairo",1700,"EGY","Africa",30.0499992370605,31.2199993133545,175000,12.0725412368774,0,0,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,0,0,0,0,1,0,0,0,0
"Cairo",1750,"EGY","Africa",30.0499992370605,31.2199993133545,175000,12.0725412368774,0,1,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,0,0,0,0,0,1,0,0,0
"Cairo",1800,"EGY","Africa",30.0499992370605,31.2199993133545,186000,12.1335020065308,0,1,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,0,0,0,0,0,0,1,0,0
"Cairo",1850,"EGY","Africa",30.0499992370605,31.2199993133545,256000,12.4529323577881,0,1,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,0,0,0,0,0,0,0,1,0
"Cairo",1900,"EGY","Africa",30.0499992370605,31.2199993133545,595000,13.2963171005249,0,1,0,0,10.3551025390625,5.66764736175537,2.4467990398407,0,0,0,0,0,0,0,0,0,0,0,1
"Calais",1900,"FRA","Europe",50.9500007629395,1.85000002384186,59000,10.9852924346924,10.0196781158447,1,10.0196781158447,10.3497972488403,0,5.08235931396484,1.8867928981781,0,0,0,0,0,0,0,0,0,0,0,1
"Calcutta",1750,"IND","Asia",22.5699996948242,88.3600006103516,110000,11.6082353591919,0,1,0,10.2387666702271,10.3551025390625,2.37490582466125,0.362365901470184,0,0,0,0,0,0,0,0,1,0,0,0
"Calcutta",1800,"IND","Asia",22.5699996948242,88.3600006103516,162000,11.9953517913818,0,1,0,10.2387666702271,10.3551025390625,2.37490582466125,0.362365901470184,0,0,0,0,0,0,0,0,0,1,0,0
"Calcutta",1850,"IND","Asia",22.5699996948242,88.3600006103516,413000,12.9312028884888,0,1,0,10.2387666702271,10.3551025390625,2.37490582466125,0.362365901470184,0,0,0,0,0,0,0,0,0,0,1,0
"Calcutta",1900,"IND","Asia",22.5699996948242,88.3600006103516,1085000,13.8970909118652,0,1,0,10.2387666702271,10.3551025390625,2.37490582466125,0.362365901470184,0,0,0,0,0,0,0,0,0,0,0,1
"Calicut",1400,"IND","Asia",11.25,75.7799987792969,50000,10.8197784423828,0,0,0,9.91043376922607,10.3551025390625,7.21393203735352,2.76436734199524,0,0,0,0,1,0,0,0,0,0,0,0
"Calicut",1500,"IND","Asia",11.25,75.7799987792969,42000,10.6454248428345,0,0,0,9.91043376922607,10.3551025390625,7.21393203735352,2.76436734199524,0,0,0,0,0,1,0,0,0,0,0,0
"Calicut",1600,"IND","Asia",11.25,75.7799987792969,42000,10.6454248428345,0,0,0,9.91043376922607,10.3551025390625,7.21393203735352,2.76436734199524,0,0,0,0,0,0,1,0,0,0,0,0
"Calicut",1900,"IND","Asia",11.25,75.7799987792969,75000,11.2252435684204,0,1,0,9.91043376922607,10.3551025390625,7.21393203735352,2.76436734199524,0,0,0,0,0,0,0,0,0,0,0,1
"Cambay",1100,"IND","Asia",22.3099994659424,72.6100006103516,53500,10.8874368667603,0,0,0,8.57547569274902,10.3551025390625,4.68572568893433,1.19848906993866,0,1,0,0,0,0,0,0,0,0,0,0
"Cambay",1200,"IND","Asia",22.3099994659424,72.6100006103516,50000,10.8197784423828,0,0,0,8.57547569274902,10.3551025390625,4.68572568893433,1.19848906993866,0,0,1,0,0,0,0,0,0,0,0,0
"Cambay",1400,"IND","Asia",22.3099994659424,72.6100006103516,60000,11.0020999908447,0,0,0,8.57547569274902,10.3551025390625,4.68572568893433,1.19848906993866,0,0,0,0,1,0,0,0,0,0,0,0
"Cambay",1500,"IND","Asia",22.3099994659424,72.6100006103516,65000,11.082142829895,0,0,0,8.57547569274902,10.3551025390625,4.68572568893433,1.19848906993866,0,0,0,0,0,1,0,0,0,0,0,0
"Cambay",1600,"IND","Asia",22.3099994659424,72.6100006103516,70000,11.1562509536743,0,0,0,8.57547569274902,10.3551025390625,4.68572568893433,1.19848906993866,0,0,0,0,0,0,1,0,0,0,0,0
"Canton",1000,"CHN","Asia",23.1200008392334,113.339996337891,40000,10.5966348648071,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,1,0,0,0,0,0,0,0,0,0,0,0
"Canton",1100,"CHN","Asia",23.1200008392334,113.339996337891,55000,10.9150886535645,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,1,0,0,0,0,0,0,0,0,0,0
"Canton",1200,"CHN","Asia",23.1200008392334,113.339996337891,110000,11.6082353591919,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,1,0,0,0,0,0,0,0,0,0
"Canton",1300,"CHN","Asia",23.1200008392334,113.339996337891,150000,11.9183902740479,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,1,0,0,0,0,0,0,0,0
"Canton",1400,"CHN","Asia",23.1200008392334,113.339996337891,150000,11.9183902740479,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,1,0,0,0,0,0,0,0
"Canton",1500,"CHN","Asia",23.1200008392334,113.339996337891,150000,11.9183902740479,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,1,0,0,0,0,0,0
"Canton",1600,"CHN","Asia",23.1200008392334,113.339996337891,180000,12.1007118225098,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,1,0,0,0,0,0
"Canton",1700,"CHN","Asia",23.1200008392334,113.339996337891,2e+05,12.206072807312,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,0,1,0,0,0,0
"Canton",1750,"CHN","Asia",23.1200008392334,113.339996337891,4e+05,12.8992195129395,0,1,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,0,0,1,0,0,0
"Canton",1800,"CHN","Asia",23.1200008392334,113.339996337891,8e+05,13.5923671722412,0,1,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,0,0,0,1,0,0
"Canton",1850,"CHN","Asia",23.1200008392334,113.339996337891,875000,13.6819791793823,0,1,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,0,0,0,0,1,0
"Canton",1900,"CHN","Asia",23.1200008392334,113.339996337891,585000,13.2793674468994,0,1,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,0,0,0,0,0,1
"Cape Town",1900,"ZAF","Africa",-33.9099998474121,18.4200000762939,148000,11.9049673080444,6.02021169662476,1,6.02021169662476,6.05335760116577,10.3551025390625,6.97390699386597,3.42522025108337,0,0,0,0,0,0,0,0,0,0,0,1
"Cardiff",1900,"GBR","Europe",51.4799995422363,-3.1800000667572,169000,12.0376539230347,9.1436243057251,1,9.1436243057251,10.1006269454956,8.65049743652344,6.03214359283447,2.20682668685913,0,0,0,0,0,0,0,0,0,0,0,1
"Carlisle",1900,"GBR","Europe",54.8899993896484,-2.98000001907349,45000,10.7144174575806,9.05986404418945,1,9.05986404418945,9.60519313812256,0,6.41607856750488,2.59592390060425,0,0,0,0,0,0,0,0,0,0,0,1
"Cartagena",1900,"ESP","Europe",37.5999984741211,-0.990000009536743,78000,11.2644643783569,5.92100477218628,1,5.92100477218628,7.81447792053223,10.3551025390625,6.99585771560669,3.09618377685547,0,0,0,0,0,0,0,0,0,0,0,1
"Cassel",1900,"DEU","Europe",51.310001373291,9.48999977111816,106000,11.5711946487427,9.72309112548828,1,9.72309112548828,10.1468410491943,0,6.2745795249939,2.90348792076111,0,0,0,0,0,0,0,0,0,0,0,1
"Catania",1800,"ITA","Europe",37.5,15.0799999237061,48000,10.778956413269,9.37081146240234,1,9.37081146240234,9.78745651245117,10.3551025390625,7.12188053131104,3.42102932929993,0,0,0,0,0,0,0,0,0,1,0,0
"Catania",1850,"ITA","Europe",37.5,15.0799999237061,62000,11.0348892211914,9.37081146240234,1,9.37081146240234,9.78745651245117,10.3551025390625,7.12188053131104,3.42102932929993,0,0,0,0,0,0,0,0,0,0,1,0
"Catania",1900,"ITA","Europe",37.5,15.0799999237061,138000,11.8350086212158,9.37081146240234,1,9.37081146240234,9.78745651245117,10.3551025390625,7.12188053131104,3.42102932929993,0,0,0,0,0,0,0,0,0,0,0,1
"Changchum",1600,"CHN","Asia",43.8800010681152,125.319999694824,85000,11.3504066467285,10.0801000595093,0,0,10.1717052459717,0,5.85905075073242,2.04174709320068,0,0,0,0,0,0,1,0,0,0,0,0
"Changsha",1700,"CHN","Asia",28.2000007629395,113,60000,11.0020999908447,0,0,0,8.81930446624756,10.3551025390625,6.78415536880493,2.78980898857117,0,0,0,0,0,0,0,1,0,0,0,0
"Changsha",1750,"CHN","Asia",28.2000007629395,113,70000,11.1562509536743,0,1,0,8.81930446624756,10.3551025390625,6.78415536880493,2.78980898857117,0,0,0,0,0,0,0,0,1,0,0,0
"Changsha",1800,"CHN","Asia",28.2000007629395,113,85000,11.3504066467285,0,1,0,8.81930446624756,10.3551025390625,6.78415536880493,2.78980898857117,0,0,0,0,0,0,0,0,0,1,0,0
"Changsha",1850,"CHN","Asia",28.2000007629395,113,1e+05,11.5129251480103,0,1,0,8.81930446624756,10.3551025390625,6.78415536880493,2.78980898857117,0,0,0,0,0,0,0,0,0,0,1,0
"Changsha",1900,"CHN","Asia",28.2000007629395,113,220000,12.3013830184937,0,1,0,8.81930446624756,10.3551025390625,6.78415536880493,2.78980898857117,0,0,0,0,0,0,0,0,0,0,0,1
"Changteh",1900,"CHN","Asia",28.2000007629395,113,40000,10.5966348648071,0,1,0,8.81930446624756,10.3551025390625,6.78415536880493,2.78980898857117,0,0,0,0,0,0,0,0,0,0,0,1
"Chaochow",1850,"CHN","Asia",23.5699996948242,116.589996337891,40000,10.5966348648071,0,1,0,8.71818065643311,10.3551025390625,6.66687965393066,3.15087246894836,0,0,0,0,0,0,0,0,0,0,1,0
"Chaochow",1900,"CHN","Asia",23.5699996948242,116.589996337891,40000,10.5966348648071,0,1,0,8.71818065643311,10.3551025390625,6.66687965393066,3.15087246894836,0,0,0,0,0,0,0,0,0,0,0,1
"Chapra",1850,"IND","Asia",25.7700004577637,84.7200012207031,40000,10.5966348648071,0,1,0,9.81455707550049,10.3551025390625,4.21295022964478,0.414136826992035,0,0,0,0,0,0,0,0,0,0,1,0
"Chapra",1900,"IND","Asia",25.7700004577637,84.7200012207031,47000,10.7579030990601,0,1,0,9.81455707550049,10.3551025390625,4.21295022964478,0.414136826992035,0,0,0,0,0,0,0,0,0,0,0,1
"Cheltenham",1900,"GBR","Europe",51.8899993896484,-2.0699999332428,48000,10.778956413269,9.7268705368042,1,9.7268705368042,10.2887020111084,0,5.88435363769531,1.78977334499359,0,0,0,0,0,0,0,0,0,0,0,1
"Chemnitz",1900,"DEU","Europe",50.8300018310547,12.9200000762939,206000,12.2356309890747,10.0963125228882,1,10.0963125228882,10.1605577468872,0,6.39820337295532,2.60834431648254,0,0,0,0,0,0,0,0,0,0,0,1
"Chengdu",1000,"CHN","Asia",30.7000007629395,104.080001831055,40000,10.5966348648071,8.92395782470703,0,0,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,1,0,0,0,0,0,0,0,0,0,0,0
"Chengdu",1200,"CHN","Asia",30.7000007629395,104.080001831055,50000,10.8197784423828,8.92395782470703,0,0,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,1,0,0,0,0,0,0,0,0,0
"Chengdu",1300,"CHN","Asia",30.7000007629395,104.080001831055,54000,10.8967390060425,8.92395782470703,0,0,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,1,0,0,0,0,0,0,0,0
"Chengdu",1400,"CHN","Asia",30.7000007629395,104.080001831055,50000,10.8197784423828,8.92395782470703,0,0,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,0,1,0,0,0,0,0,0,0
"Chengdu",1500,"CHN","Asia",30.7000007629395,104.080001831055,85000,11.3504066467285,8.92395782470703,0,0,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,0,0,1,0,0,0,0,0,0
"Chengdu",1600,"CHN","Asia",30.7000007629395,104.080001831055,1e+05,11.5129251480103,8.92395782470703,0,0,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,0,0,0,1,0,0,0,0,0
"Chengdu",1700,"CHN","Asia",30.7000007629395,104.080001831055,50000,10.8197784423828,8.92395782470703,0,0,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,0,0,0,0,1,0,0,0,0
"Chengdu",1750,"CHN","Asia",30.7000007629395,104.080001831055,74000,11.211820602417,8.92395782470703,1,8.92395782470703,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,0,0,0,0,0,1,0,0,0
"Chengdu",1800,"CHN","Asia",30.7000007629395,104.080001831055,97000,11.4824666976929,8.92395782470703,1,8.92395782470703,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,0,0,0,0,0,0,1,0,0
"Chengdu",1850,"CHN","Asia",30.7000007629395,104.080001831055,2e+05,12.206072807312,8.92395782470703,1,8.92395782470703,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,0,0,0,0,0,0,0,1,0
"Chengdu",1900,"CHN","Asia",30.7000007629395,104.080001831055,3e+05,12.6115379333496,8.92395782470703,1,8.92395782470703,9.87406826019287,10.3551025390625,7.20023822784424,2.6445107460022,0,0,0,0,0,0,0,0,0,0,0,1
"Cherbourg",1900,"FRA","Europe",49.6300010681152,-1.61000001430511,42000,10.6454248428345,8.79985046386719,1,8.79985046386719,9.77377128601074,10.3551025390625,5.2540168762207,2.35006380081177,0,0,0,0,0,0,0,0,0,0,0,1
"Chernivtsi",1900,"UKR","Europe",48.2799987792969,25.9400005340576,67000,11.1124477386475,10.0563812255859,1,10.0563812255859,10.142689704895,0,6.47497606277466,2.83850884437561,0,0,0,0,0,0,0,0,0,0,0,1
"Chiehyang",1900,"CHN","Asia",41.8199996948242,123.410003662109,65000,11.082142829895,8.91514873504639,1,8.91514873504639,9.23439407348633,0,6.40522861480713,2.35058689117432,0,0,0,0,0,0,0,0,0,0,0,1
"Chinkiang",1700,"CHN","Asia",32.0499992370605,119.410003662109,68000,11.1272630691528,0,0,0,10.3340492248535,0,5.34041833877563,1.2622903585434,0,0,0,0,0,0,0,1,0,0,0,0
"Chinkiang",1750,"CHN","Asia",32.0499992370605,119.410003662109,80000,11.2897815704346,0,1,0,10.3340492248535,0,5.34041833877563,1.2622903585434,0,0,0,0,0,0,0,0,1,0,0,0
"Chinkiang",1800,"CHN","Asia",32.0499992370605,119.410003662109,60000,11.0020999908447,0,1,0,10.3340492248535,0,5.34041833877563,1.2622903585434,0,0,0,0,0,0,0,0,0,1,0,0
"Chinkiang",1900,"CHN","Asia",32.0499992370605,119.410003662109,168000,12.0317192077637,0,1,0,10.3340492248535,0,5.34041833877563,1.2622903585434,0,0,0,0,0,0,0,0,0,0,0,1
"Christchurch",1900,"NZL","Australian Area",-43.5299987792969,172.630004882812,55000,10.9150886535645,8.22814178466797,1,8.22814178466797,9.52923583984375,10.3551025390625,7.18961620330811,3.13368105888367,0,0,0,0,0,0,0,0,0,0,0,1
"Christiania",1900,"NOR","Europe",59.9099998474121,10.7299995422363,227000,12.3327054977417,7.87984418869019,1,7.87984418869019,8.0590705871582,0,6.25616979598999,2.9220130443573,0,0,0,0,0,0,0,0,0,0,0,1
"Chuanchow",1000,"CHN","Asia",23.1200008392334,113.339996337891,40000,10.5966348648071,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,1,0,0,0,0,0,0,0,0,0,0,0
"Chuanchow",1100,"CHN","Asia",23.1200008392334,113.339996337891,45000,10.7144174575806,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,1,0,0,0,0,0,0,0,0,0,0
"Chuanchow",1200,"CHN","Asia",23.1200008392334,113.339996337891,70000,11.1562509536743,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,1,0,0,0,0,0,0,0,0,0
"Chuanchow",1300,"CHN","Asia",23.1200008392334,113.339996337891,80000,11.2897815704346,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,1,0,0,0,0,0,0,0,0
"Chuanchow",1400,"CHN","Asia",23.1200008392334,113.339996337891,65000,11.082142829895,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,1,0,0,0,0,0,0,0
"Chuanchow",1500,"CHN","Asia",23.1200008392334,113.339996337891,60000,11.0020999908447,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,1,0,0,0,0,0,0
"Chuanchow",1600,"CHN","Asia",23.1200008392334,113.339996337891,56000,10.9331073760986,0,0,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,1,0,0,0,0,0
"Chuanchow",1750,"CHN","Asia",23.1200008392334,113.339996337891,43000,10.6689558029175,0,1,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,0,0,1,0,0,0
"Chuanchow",1800,"CHN","Asia",23.1200008392334,113.339996337891,43000,10.6689558029175,0,1,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,0,0,0,1,0,0
"Chuanchow",1900,"CHN","Asia",23.1200008392334,113.339996337891,50000,10.8197784423828,0,1,0,9.3743257522583,10.3551025390625,6.4315390586853,2.73318314552307,0,0,0,0,0,0,0,0,0,0,0,1
"Chungking",1800,"CHN","Asia",29.5499992370605,106.540000915527,53000,10.8780469894409,6.76165962219238,1,6.76165962219238,9.6890869140625,10.3551025390625,7.02546977996826,3.09846448898315,0,0,0,0,0,0,0,0,0,1,0,0
"Chungking",1900,"CHN","Asia",29.5499992370605,106.540000915527,180000,12.1007118225098,6.76165962219238,1,6.76165962219238,9.6890869140625,10.3551025390625,7.02546977996826,3.09846448898315,0,0,0,0,0,0,0,0,0,0,0,1
"Clermont",1900,"FRA","Europe",49.3699989318848,2.41000008583069,52000,10.8589992523193,10.2868957519531,1,10.2868957519531,10.3495464324951,0,5.27171659469604,2.2896134853363,0,0,0,0,0,0,0,0,0,0,0,1
"Coatbridge",1900,"GBR","Europe",55.8600006103516,-4.01999998092651,57000,10.9508066177368,9.14817810058594,1,9.14817810058594,9.57087802886963,0,6.53964614868164,2.74760818481445,0,0,0,0,0,0,0,0,0,0,0,1
"Coblenz",1900,"DEU","Europe",51.189998626709,14.2799997329712,48000,10.778956413269,9.82312870025635,1,9.82312870025635,10.0647172927856,0,6.24906969070435,2.32430458068848,0,0,0,0,0,0,0,0,0,0,0,1
"Cochin",1600,"IND","Asia",9.93000030517578,76.25,56000,10.9331073760986,0,0,0,9.74076271057129,10.3551025390625,7.02566528320312,2.73592233657837,0,0,0,0,0,0,1,0,0,0,0,0
"Coimbatore",1900,"IND","Asia",11,76.9700012207031,52000,10.8589992523193,0,1,0,9.91451358795166,10.3551025390625,7.20258665084839,2.75642561912537,0,0,0,0,0,0,0,0,0,0,0,1
"Cologne",1200,"DEU","Europe",50.9900016784668,6.80999994277954,50000,10.8197784423828,9.34080600738525,0,0,10.0581798553467,0,5.7984037399292,2.47185015678406,0,0,1,0,0,0,0,0,0,0,0,0
"Cologne",1300,"DEU","Europe",50.9900016784668,6.80999994277954,54000,10.8967390060425,9.34080600738525,0,0,10.0581798553467,0,5.7984037399292,2.47185015678406,0,0,0,1,0,0,0,0,0,0,0,0
"Cologne",1400,"DEU","Europe",50.9900016784668,6.80999994277954,40000,10.5966348648071,9.34080600738525,0,0,10.0581798553467,0,5.7984037399292,2.47185015678406,0,0,0,0,1,0,0,0,0,0,0,0
"Cologne",1750,"DEU","Europe",50.9900016784668,6.80999994277954,44000,10.6919450759888,9.34080600738525,1,9.34080600738525,10.0581798553467,0,5.7984037399292,2.47185015678406,0,0,0,0,0,0,0,0,1,0,0,0
"Cologne",1800,"DEU","Europe",50.9900016784668,6.80999994277954,41000,10.6213274002075,9.34080600738525,1,9.34080600738525,10.0581798553467,0,5.7984037399292,2.47185015678406,0,0,0,0,0,0,0,0,0,1,0,0
"Cologne",1900,"DEU","Europe",50.9900016784668,6.80999994277954,437000,12.9876880645752,9.34080600738525,1,9.34080600738525,10.0581798553467,0,5.7984037399292,2.47185015678406,0,0,0,0,0,0,0,0,0,0,0,1
"Colombo",1900,"LKA","Asia",6.90999984741211,79.8499984741211,151000,11.9250354766846,0,1,0,8.09825134277344,10.3551025390625,6.44624853134155,2.55044531822205,0,0,0,0,0,0,0,0,0,0,0,1
"Conjeeveram",1900,"IND","Asia",12.8299999237061,79.6900024414062,45000,10.7144174575806,0,1,0,9.91736602783203,10.3551025390625,6.22482824325562,2.19754648208618,0,0,0,0,0,0,0,0,0,0,0,1
"Constantine",1500,"DZA","Africa",36.3600006103516,6.59999990463257,40000,10.5966348648071,6.21393871307373,0,0,8.63186645507812,10.3551025390625,7.16472053527832,3.29459810256958,0,0,0,0,0,1,0,0,0,0,0,0
"Constantine",1900,"DZA","Africa",36.3600006103516,6.59999990463257,52000,10.8589992523193,6.21393871307373,1,6.21393871307373,8.63186645507812,10.3551025390625,7.16472053527832,3.29459810256958,0,0,0,0,0,0,0,0,0,0,0,1
"Constantinople",1000,"TUR","Asia",41.0099983215332,28.9699993133545,3e+05,12.6115379333496,8.54515647888184,0,0,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,1,0,0,0,0,0,0,0,0,0,0,0
"Constantinople",1100,"TUR","Asia",41.0099983215332,28.9699993133545,2e+05,12.206072807312,8.54515647888184,0,0,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,1,0,0,0,0,0,0,0,0,0,0
"Constantinople",1200,"TUR","Asia",41.0099983215332,28.9699993133545,150000,11.9183902740479,8.54515647888184,0,0,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,1,0,0,0,0,0,0,0,0,0
"Constantinople",1300,"TUR","Asia",41.0099983215332,28.9699993133545,1e+05,11.5129251480103,8.54515647888184,0,0,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,1,0,0,0,0,0,0,0,0
"Constantinople",1400,"TUR","Asia",41.0099983215332,28.9699993133545,75000,11.2252435684204,8.54515647888184,0,0,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,0,1,0,0,0,0,0,0,0
"Constantinople",1500,"TUR","Asia",41.0099983215332,28.9699993133545,2e+05,12.206072807312,8.54515647888184,0,0,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,0,0,1,0,0,0,0,0,0
"Constantinople",1600,"TUR","Asia",41.0099983215332,28.9699993133545,7e+05,13.4588356018066,8.54515647888184,0,0,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,0,0,0,1,0,0,0,0,0
"Constantinople",1700,"TUR","Asia",41.0099983215332,28.9699993133545,7e+05,13.4588356018066,8.54515647888184,0,0,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,0,0,0,0,1,0,0,0,0
"Constantinople",1750,"TUR","Asia",41.0099983215332,28.9699993133545,625000,13.3455066680908,8.54515647888184,1,8.54515647888184,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,0,0,0,0,0,1,0,0,0
"Constantinople",1800,"TUR","Asia",41.0099983215332,28.9699993133545,570000,13.2533912658691,8.54515647888184,1,8.54515647888184,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,0,0,0,0,0,0,1,0,0
"Constantinople",1850,"TUR","Asia",41.0099983215332,28.9699993133545,785000,13.5734386444092,8.54515647888184,1,8.54515647888184,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,0,0,0,0,0,0,0,1,0
"Constantinople",1900,"TUR","Asia",41.0099983215332,28.9699993133545,9e+05,13.7101497650146,8.54515647888184,1,8.54515647888184,9.97290897369385,10.0674304962158,6.33505439758301,3.0879111289978,0,0,0,0,0,0,0,0,0,0,0,1
"Copenhagen",1700,"DNK","Europe",55.6699981689453,12.5600004196167,62000,11.0348892211914,10.2921905517578,0,0,10.2675495147705,0,5.00473546981812,1.71164631843567,0,0,0,0,0,0,0,1,0,0,0,0
"Copenhagen",1750,"DNK","Europe",55.6699981689453,12.5600004196167,79000,11.2772035598755,10.2921905517578,1,10.2921905517578,10.2675495147705,0,5.00473546981812,1.71164631843567,0,0,0,0,0,0,0,0,1,0,0,0
"Copenhagen",1800,"DNK","Europe",55.6699981689453,12.5600004196167,1e+05,11.5129251480103,10.2921905517578,1,10.2921905517578,10.2675495147705,0,5.00473546981812,1.71164631843567,0,0,0,0,0,0,0,0,0,1,0,0
"Copenhagen",1850,"DNK","Europe",55.6699981689453,12.5600004196167,135000,11.8130302429199,10.2921905517578,1,10.2921905517578,10.2675495147705,0,5.00473546981812,1.71164631843567,0,0,0,0,0,0,0,0,0,0,1,0
"Copenhagen",1900,"DNK","Europe",55.6699981689453,12.5600004196167,462000,13.0433197021484,10.2921905517578,1,10.2921905517578,10.2675495147705,0,5.00473546981812,1.71164631843567,0,0,0,0,0,0,0,0,0,0,0,1
