"isocode","country","year","population","city_population","ln_population","city_pop_share","total_land_area","ln_wpot","post","ln_wpot_post","ln_all","ln_nworld","ln_oworld","ln_spot","ln_silagemaize","ln_maize","ln_cassava","cont_africa","cont_asia","cont_europe","cont_oceania","legor_gbr","legor_fra","legor_soc","legor_deu","legor_sca","colony_esp","colony_gbr","colony_fra","colony_prt","colony_oeu","ln_rugged","ln_tropical","ln_elevation","ln_disteq","malaria","ln_dist_coast","roman","protestant","attrade","ln_export","ydum1000","ydum1100","ydum1200","ydum1300","ydum1400","ydum1500","ydum1600","ydum1700","ydum1750","ydum1800","ydum1850","ydum1900","wpot_lr_vs_mars","all_lr_vs_mars","ln_wpot_ver2","ln_wpot_ver3","lat","lon"
"GRC","Greece",1800,2250000,62000,14.6264410018921,0.0275555551052094,13243,7.0103120803833,1,7.0103120803833,8.3728609085083,7.0103120803833,8.36637020111084,0,5.96614694595337,5.96614694595337,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.13223469257355,0,6.17866849899292,3.66467380523682,0.0228663344392444,3.39713406562805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3379,1905,7.82524538040161,7.48042821884155,39.043399810791,22.9888172149658
"HRV","Croatia",1800,1118917.82283783,0,13.9278736114502,0,5678,7.06390380859375,1,7.06390380859375,8.11162853240967,7.69439268112183,7.99260663986206,0,7.69439268112183,7.48997068405151,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.237026318907738,0,5.72273874282837,3.8072395324707,0.0285362746025962,4.73247098922729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1846,2927,7.52994346618652,7.36137533187866,45.0259704589844,16.4191493988037
"HUN","Hungary",1800,3250000,54000,14.9941654205322,0.0166153851896524,9213,8.04076862335205,1,8.04076862335205,8.82069969177246,8.04076862335205,8.7872200012207,0,7.67832612991333,7.13568735122681,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.06014358997345,0,4.99516153335571,3.85367631912231,0.0174766021230267,6.14845418930054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4456,7007,8.51939105987549,8.22174739837646,47.166145324707,19.4179134368896
"IDN","Indonesia",1800,14114789.9627686,148000,16.4627342224121,0.0104854553937912,189220,0,1,0,10.0763902664185,9.01396083831787,9.23249340057373,8.85680294036865,0,7.44775104522705,9.01396083831787,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.0333551205694675,12.1490154266357,5.86633443832397,0.800144910812378,3.33480548809785,4.14103603363037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69263,0,0,-2.22586345672607,117.276847839355
"IND","India",1800,151988922.119141,2888000,18.8393173217773,0.0190013851970434,306140,5.14166355133057,1,5.14166355133057,12.0042934417725,11.6631717681885,10.3480453491211,10.9920330047607,10.4489755630493,11.6631717681885,10.3076181411743,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0125726526603103,11.7015924453735,6.34455156326294,3.13008904457092,0.0929399908634249,6.01220178604126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4031,193300,8.33471202850342,5.54126358032227,22.8760147094727,79.6268768310547
"IRL","Ireland",1800,883918.881416321,218000,13.6921215057373,0.246628969907761,6933,4.02535152435303,1,4.02535152435303,7.73324584960938,4.02535152435303,7.67508172988892,0,2.83321332931519,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.667468786239624,0,4.74390363693237,3.97369527816772,0,3.57036972045898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1021,4248,6.83303165435791,2.70805025100708,53.1806869506836,-8.15260791778564
"IRN","Iran",1800,6e+06,90000,15.6072702407837,0.0149999996647239,161601,1.3862943649292,1,1.3862943649292,7.05358552932739,5.50938844680786,6.54247188568115,0,5.50938844680786,5.50533151626587,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.894163310527802,0,7.13788080215454,3.48309850692749,0.0463888680067516,6.13455820083618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134,1615,4.38202667236328,1.7917594909668,32.5604553222656,54.3049926757812
"IRQ","Iraq",1800,1e+06,140000,13.8155117034912,0.140000000596046,43041,3.93182563781738,1,3.93182563781738,7.77821159362793,5.20948600769043,7.64300346374512,0,5.20948600769043,5.20948600769043,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-0.39993742108345,0,5.70900344848633,3.49804878234863,0.162235614775112,6.12388610839844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81,2294,6.02102327346802,2.19722461700439,33.0508995056152,43.7651290893555
"ISL","Iceland",1800,50000.0007450581,0,10.8197984695435,0,10109,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.386945933103561,0,6.24032258987427,4.17423152923584,0,3.71878218650818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.9898910522461,-18.5942249298096
"ISR","Israel",1800,229954.540729523,0,12.3456411361694,0,2179,5.14166355133057,1,5.14166355133057,6.04737234115601,5.14166355133057,6.03308629989624,0,4.24849510192871,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.533759117126465,0,5.6274995803833,3.4453010559082,0.0297181987683072,3.9672908782959,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,241,5.80513477325439,4.57471084594727,31.3527202606201,34.9668579101562
"ITA","Italy",1800,1.9e+07,1409559,16.7599487304688,0.0741873160004616,30314,8.41005325317383,1,8.41005325317383,9.32215023040771,8.41005325317383,9.29504871368408,0,8.00068473815918,7.60090255737305,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.899329781532288,0,6.27402210235596,3.75627875328064,0.0741723871020759,4.08472061157227,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9745,8088,8.99305438995361,8.75935459136963,42.7888984680176,12.0750360488892
"JOR","Jordan",1800,200000.002980232,0,12.2060775756836,0,9006,0.6931471824646,1,0.6931471824646,3.29583692550659,0.6931471824646,3.29583692550659,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0923455357551575,0,6.6527533531189,3.44200539588928,0.0631859271650227,5.2465672492981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,9,3.49650764465332,0.6931471824646,31.2495632171631,36.7883453369141
"JPN","Japan",1800,2.8e+07,1838000,17.1477146148682,0.0656428560614586,37178,8.46104621887207,1,8.46104621887207,9.14013290405273,8.74097633361816,8.97220993041992,4.45434713363647,8.74097633361816,8.44955635070801,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.757263123989105,1.18768095970154,5.94887971878052,3.625408411026,0.00112572543418142,3.50425863265991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8003,7820,8.94871616363525,8.46568965911865,37.5400505065918,137.962966918945
"KAZ","Kazakhstan",1800,2298236.37008667,0,14.6476526260376,0,270282,0,1,0,8.01730728149414,6.52209281921387,7.59839916229248,0,6.52209281921387,6.38181591033936,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.987577259540558,0,5.87807941436768,3.87494325637817,0.0151325216714192,7.69946813583374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6442,2699,7.12205982208252,3.63758611679077,48.1799659729004,67.3132171630859
"KEN","Kenya",1800,2500000,0,14.7318019866943,0,59440,7.16935014724731,1,7.16935014724731,9.40615367889404,8.30474185943604,8.44869995117188,6.5294189453125,0,8.30474185943604,7.66762590408325,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.401866674423218,10.3199653625488,6.68592405319214,-0.627123415470123,4.52370215332817,6.01582908630371,0,0,0,9.10488510131836,0,0,0,0,0,0,0,0,0,1,0,0,3368,12798,8.05769443511963,7.58273839950562,0.534126043319702,37.8613891601562
"KGZ","Kyrgyzstan",1800,596588.551998138,0,13.2989845275879,0,19840,0,1,0,6.12249279022217,1.94591009616852,5.42934560775757,0,1.94591009616852,1.60943794250488,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.45565044879913,0,7.89546203613281,3.72483730316162,0.00789074609790294,7.55979490280151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,455,1.3862943649292,0,41.4644813537598,74.5560607910156
"KHM","Cambodia",1800,2e+06,0,14.5086584091187,0,18197,0,1,0,9.16209506988525,8.5880241394043,8.97322463989258,8.5880241394043,0,7.06219148635864,8.53621101379395,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.61585146188736,9.80906677246094,4.87584018707275,2.54218888282776,8.33579657137114,5.14036512374878,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13257,0,0,12.7074565887451,104.921348571777
"KOR","Korea, Republic",1800,4946234.70306396,194000,15.414137840271,0.0392217524349689,9685,7.02820158004761,1,7.02820158004761,7.66996192932129,7.28413486480713,7.63288545608521,0,7.28413486480713,7.21081829071045,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.672725081443787,0,5.53067445755005,3.59335827827454,0.000811978747146923,3.75464153289795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2548,1937,7.48941230773926,7.26052236557007,36.3559646606445,127.806488037109
"KWT","Kuwait",1800,84011.1300349236,0,11.338716506958,0,1657,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.40504801273346,0,4.77926111221313,3.37944054603577,0.128704314294641,3.71531701087952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.3543434143066,47.6134719848633
"LAO","Lao People's Democratic Republic",1800,699999.988079071,0,13.458836555481,0,23001,0,1,0,8.2852611541748,8.06085586547852,8.15190982818604,8.06085586547852,0,6.41673231124878,7.8935718536377,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.937449514865875,9.44178676605225,6.51162528991699,2.9175078868866,2.66991759560752,5.59060096740723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,5329,4.46590805053711,0,18.495138168335,103.774101257324
"LBN","Lebanon",1800,300000.011920929,0,12.6115407943726,0,1030,2.83321332931519,1,2.83321332931519,4.29045963287354,2.83321332931519,4.30406522750854,0,2.39789533615112,1.60943794250488,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.43438816070557,0,6.91600275039673,3.52407336235046,0.00975143537798161,3.32033824920654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,26,3.7376697063446,3.09104251861572,33.9223213195801,35.8974456787109
"LBR","Liberia",1800,285316.050052643,0,12.5613565444946,0,9870,0,1,0,8.05801105499268,7.38025569915771,7.77821159362793,6.88243770599365,0,0,7.38025569915771,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.33477318286896,9.19735622406006,5.50609350204468,1.86370122432709,15.7039059054506,4.57541990280151,0,0,0,6.3253002166748,0,0,0,0,0,0,0,0,0,1,0,0,0,7087,0,0,6.4475564956665,-9.30718421936035
"LBY","Libya",1800,5e+05,0,13.1223649978638,0,160950,4.45434713363647,1,4.45434713363647,6.91274261474609,5.78382539749146,6.46614456176758,0,5.78382539749146,5.71042680740356,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.908040165901184,0,6.01617336273193,3.2973484992981,0.0388597828182998,6.21911811828613,0,0,0,7.97367238998413,0,0,0,0,0,0,0,0,0,1,0,0,410,547,5.73334121704102,5.03043794631958,27.0408477783203,18.0292415618896
"LKA","Sri Lanka",1800,1750000,0,14.3751268386841,0,6574,0,1,0,7.86172723770142,7.44366359710693,7.50052928924561,7.21817684173584,0,7.33432912826538,7.44366359710693,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.430637001991272,8.79102993011475,5.26367712020874,2.03203630447388,0.0370379083044906,3.58757257461548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4041,0,0,7.62960720062256,80.7009811401367
"LSO","Lesotho",1800,74942.4993991852,0,11.2244901657104,0,3010,5.55682802200317,1,5.55682802200317,5.68357992172241,5.55682802200317,5.00394630432129,0,3.29583692550659,3.43398714065552,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.82488179206848,0,7.70526790618896,3.3871123790741,0,5.51063585281372,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,335,58,5.7714409828186,5.63835477828979,-29.5804138183594,28.2536201477051
"LTU","Lithuania",1800,641829.669475555,0,13.3720798492432,0,6449,8.30671882629395,1,8.30671882629395,8.50714302062988,8.34355354309082,8.47470283508301,0,8.34355354309082,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.74287974834442,0,4.69504165649414,4.01342058181763,0,5.54985237121582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4167,5548,8.33543109893799,8.306471824646,55.3358345031738,23.904821395874
"LVA","Latvia",1800,487234.532833099,0,13.0965032577515,0,6334,8.33806610107422,1,8.33806610107422,8.53934574127197,8.38320446014404,8.47135829925537,0,8.38320446014404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.86775290966034,0,4.50993299484253,4.0404896736145,0,5.58409643173218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4255,5454,8.35585021972656,8.33830547332764,56.8541870117188,24.9313659667969
"MAR","Morocco",1800,2496161.93771362,128000,14.7302656173706,0.0512787252664566,39658,6.88038396835327,1,6.88038396835327,8.61250305175781,6.88038396835327,8.57054424285889,0,6.4645881652832,6.39692974090576,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.880690336227417,0,6.78126335144043,3.46202683448792,0.0647012015641554,5.10892915725708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2352,3736,8.11522197723389,6.89871454238892,31.8815269470215,-6.30156564712524
"MDA","Moldova",1800,585231.959819794,0,13.2797651290894,0,3331,6.65415239334106,1,6.65415239334106,7.50163459777832,6.65415239334106,7.36391353607178,0,5.736572265625,4.73619842529297,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.224025890231133,0,4.94864511489868,3.8544921875,0.0063925929100031,5.28671312332153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1735,1404,7.35564088821411,7.21817684173584,47.2046356201172,28.468204498291
"MDG","Madagascar",1800,1500000,0,14.2209758758545,0,59159,6.27098846435547,1,6.27098846435547,9.99665927886963,9.30764865875244,9.24734687805176,9.11283779144287,0,9.30764865875244,8.58485221862793,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.156478807330132,10.5606727600098,6.34512138366699,2.96420931816101,5.06871227794428,4.47591924667358,0,0,0,10.2455139160156,0,0,0,0,0,0,0,0,0,1,0,0,2809,26115,7.40549564361572,6.83410882949829,-19.3793754577637,46.7003135681152
"MKD","Macedonia",1800,357357.382774353,0,12.7864942550659,0,2509,5.00394630432129,1,5.00394630432129,6.39692974090576,5.00394630432129,6.39692974090576,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.980021595954895,0,6.71455526351929,3.72810745239258,0.00340296315809085,4.91086435317993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,650,350,6.22455835342407,5.84932470321655,41.6003074645996,21.7008724212646
"MLI","Mali",1800,1826184.98802185,0,14.4177398681641,0,124852,0,1,0,9.80961608886719,9.42843151092529,8.27868175506592,8.56655502319336,0,9.42843151092529,7.65112018585205,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.91596794128418,9.58834075927734,5.78910160064697,2.85389733314514,29.939131949048,6.92220211029053,0,0,0,12.4107980728149,0,0,0,0,0,0,0,0,0,1,0,0,0,24262,0,0,17.3552913665771,-3.52441596984863
"MMR","Myanmar",1800,6e+06,175000,15.6072702407837,0.029166666790843,66490,5.14749431610107,1,5.14749431610107,9.74243831634521,9.12782764434814,9.55492210388184,9.12782764434814,4.55387687683105,7.74240207672119,8.81640815734863,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.686982989311218,10.4165725708008,6.37080955505371,3.05037593841553,6.15025978507518,5.66314125061035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1079,22877,7.02642679214478,5.59098720550537,21.1232833862305,96.5136108398438
"MNG","Mongolia",1800,600000.023841858,0,13.3046865463257,0,155100,0,1,0,2.7725887298584,0,2.7725887298584,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0556130595505238,0,7.30569791793823,3.84666085243225,0.0027770729323121,7.4351692199707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79,0,0,0,46.8364105224609,103.070404052734
"MOZ","Mozambique",1800,2e+06,0,14.5086584091187,0,79894,5.57973003387451,1,5.57973003387451,10.8079690933228,10.4384002685547,10.2117443084717,10.108793258667,0,10.4384002685547,10.0531568527222,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.490411043167114,11.1533918380737,5.89940547943115,2.84860849380493,11.2422081486735,5.35151624679565,0,0,0,10.9527521133423,0,0,0,0,0,0,0,0,0,1,0,0,2946,51608,7.59890031814575,5.68017244338989,-17.2637405395508,35.549243927002
"MRT","Mauritania",1800,379837.453365326,0,12.8475017547607,0,104383,0,1,0,6.16541767120361,4.21950769424438,2.56494927406311,0,0,4.21950769424438,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-2.1636106967926,0,5.56928062438965,3.00885343551636,5.1984780664879,6.23757410049438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,456,0,0,20.2641525268555,-10.3361663818359
"MWI","Malawi",1800,5e+05,0,13.1223649978638,0,11959,6.4118185043335,1,6.4118185043335,8.49678611755371,8.38274669647217,7.924072265625,7.6280312538147,0,8.38274669647217,6.88243770599365,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0268561448901892,8.45356273651123,6.86172199249268,2.58145594596863,6.15571598445252,6.20854949951172,0,0,0,8.45912837982178,0,0,0,0,0,0,0,0,0,1,0,0,1358,5755,7.04141187667847,6.60934925079346,-13.2163677215576,34.301025390625
"MYS","Malaysia",1800,680769.026279449,0,13.4309797286987,0,32669,0,1,0,8.38503265380859,6.39191722869873,6.45047044754028,6.0776424407959,0,0,6.39191722869873,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.00869073253124952,10.3942127227783,5.67439460754395,1.33259046077728,1.56737469469874,4.06889343261719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11041,0,0,3.79085063934326,109.709129333496
"NAM","Namibia",1800,169425.383210182,0,12.0401735305786,0,81933,0,1,0,8.77121543884277,7.02464914321899,5.85220241546631,4.09434461593628,0,7.02464914321899,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.090589202940464,0,6.99557256698608,3.09740614891052,3.88185562641845,5.72423839569092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81,6020,4.21950769424438,0,-22.1404495239258,17.2185840606689
"NER","Niger",1800,1211202.50225067,50000,14.0071249008179,0.0412812903523445,118254,0,1,0,8.69047355651855,7.0975489616394,4.75359010696411,4.04305124282837,0,7.0975489616394,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.72445917129517,3.66334795951843,6.17343378067017,2.85785293579102,21.3196778599992,7.07945108413696,0,0,0,7.32393074035645,0,0,0,0,0,0,0,0,0,1,0,0,0,10671,0,0,17.4240760803223,9.40063571929932
"NGA","Nigeria",1800,11760437.0117188,240000,16.280252456665,0.0204074047505856,91207,3.89182019233704,1,3.89182019233704,10.8685302734375,10.2603921890259,10.2281398773193,10.0555219650269,0,10.2603921890259,9.82015991210938,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.16357815265656,11.1121997833252,5.83977079391479,2.26023101806641,21.7062628627001,6.19803047180176,0,0,0,13.2204465866089,0,0,0,0,0,0,0,0,0,1,0,0,61,64237,4.20469284057617,3.63758611679077,9.58530330657959,8.09233283996582
"NLD","Netherlands",1800,2e+06,255000,14.5086584091187,0.127499997615814,3825,5.42053508758545,1,5.42053508758545,7.15461540222168,5.42934560775757,7.10742568969727,0,5.42934560775757,3.52636051177979,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-3.31035757064819,0,2.3227972984314,3.95603489875793,0,3.75680136680603,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,525,2349,5.98393630981445,6.20253562927246,52.2497367858887,5.62079763412476
"NOR","Norway",1800,899999.976158142,0,13.710150718689,0,31808,5.88332223892212,1,5.88332223892212,6.00388717651367,5.88332223892212,5.48893785476685,0,3.36729574203491,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.879262983798981,0,6.32924795150757,4.16615343093872,0,3.99819922447205,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,502,283,6.3885612487793,5.3844952583313,64.4669876098633,14.0817270278931
"NPL","Nepal",1800,3923563.00354004,0,15.1825113296509,0,14725,1.3862943649292,1,1.3862943649292,7.17088842391968,6.85961484909058,6.59714555740356,6.65544033050537,6.85961484909058,6.85856485366821,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.61790502071381,0,7.65110969543457,3.34157252311707,0.0203361049865832,6.54860067367554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,268,1757,5.36597585678101,2.19722461700439,28.2635345458984,83.9307708740234
"NZL","New Zealand",1800,200000.002980232,0,12.2060775756836,0,26617,5.89989757537842,1,5.89989757537842,8.19891452789307,7.2363395690918,8.12799549102783,0,7.2363395690918,4.67282867431641,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.712054967880249,0,6.17997264862061,3.73303604125977,0,3.68428230285645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1675,4981,7.15383386611938,6.49072360992432,-41.8058433532715,171.47770690918
"OMN","Oman",1800,300000.011920929,0,12.6115407943726,0,31009,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.103111371397972,0,5.63465261459351,3.02504801750183,0.00858553027186133,4.73543119430542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.5949954986572,56.1036338806152
"PAK","Pakistan",1800,15094202.041626,0,16.529821395874,0,79847,5.17614984512329,1,5.17614984512329,8.28979015350342,7.86057090759277,7.51643323898315,5.06259489059448,7.86057090759277,7.50494194030762,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.667071282863617,0,6.92051124572754,3.40018558502197,0.0477112178452982,6.37999439239502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,856,3854,6.70808410644531,5.74939298629761,29.9696636199951,69.3954620361328
"PHL","Philippines",1800,2500000,77000,14.7318019866943,0.030799999833107,29331,0,1,0,8.86375713348389,8.45212078094482,8.56731605529785,8.45212078094482,0,6.40191698074341,8.35913467407227,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.707076072692871,10.2761087417603,5.77544403076172,2.46294093132019,1.43793066517845,3.02368402481079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,9478,1.60943794250488,1.0986123085022,11.7392854690552,122.868110656738
"PNG","Papua New Guinea",1800,1009.24307480454,0,6.91794633865356,0,46648,0,1,0,8.35373306274414,6.64248657226562,7.36644506454468,6.53233432769775,0,0,6.64248657226562,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.463414698839188,10.7504072189331,6.44849348068237,1.8681777715683,8.37029439867546,4.28134202957153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15404,0,0,-6.47648429870605,145.25244140625
"POL","Poland",1800,9e+06,180000,16.0127353668213,0.0199999995529652,30983,9.51635360717773,1,9.51635360717773,9.91798210144043,9.51635360717773,9.65226554870605,0,9.32963371276855,8.32554817199707,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.21489238739014,0,5.15692138671875,3.95363306999207,0.000230113638944653,5.64728307723999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16132,25775,9.84728717803955,9.5402193069458,52.1243934631348,19.4007701873779
"PRK","Korea, Democratic People's Republic",1800,2553765.29693604,68000,14.7530794143677,0.0266273487359285,12443,7.40184164047241,1,7.40184164047241,7.66152715682983,7.45703220367432,7.57455825805664,0,7.45703220367432,7.37838363647461,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.924524307250977,0,6.36547803878784,3.69245076179504,0.000428775845707132,4.16763257980347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2575,1473,7.59236621856689,7.56889581680298,40.1431083679199,127.173606872559
"PRT","Portugal",1800,2750000,304000,14.827112197876,0.110545456409454,8780,7.63578701019287,1,7.63578701019287,8.03073501586914,7.63578701019287,7.99125385284424,0,4.62497282028198,2.89037179946899,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.26577490568161,0,5.78858041763306,3.67865872383118,0.0541975074193848,4.28752660751343,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2885,1826,8.0320348739624,7.710205078125,39.5932502746582,-8.53129577636719
"QAT","Qatar",1800,13794.9306517839,0,9.53212928771973,0,1107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.71016848087311,0,3.24709749221802,3.23050928115845,0.00271771676116472,2.74353218078613,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.292537689209,51.1985626220703
"ROU","Romania",1800,5500000,0,15.5202589035034,0,23593,8.8362283706665,1,8.8362283706665,9.53285884857178,8.8362283706665,9.43851089477539,0,8.62550926208496,7.75619554519653,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.236348986625671,0,5.98241853713989,3.82522654533386,0.00458069019704499,5.90702867507935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9768,10109,9.27762508392334,8.87038230895996,45.843189239502,24.985860824585
"RUS","Russian Federation",1800,25749185.5621338,509000,17.0639133453369,0.0197676159441471,1674146,11.8902997970581,1,11.8902997970581,12.191577911377,11.8902997970581,12.0635814666748,0,11.3871812820435,9.57324600219727,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.062186986207962,0,5.93843603134155,4.1269793510437,0.00890115685097197,7.51859283447266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215330,235993,12.2392950057983,12.0479679107666,61.9903984069824,96.7112731933594
"RWA","Rwanda",1800,819304.227828979,0,13.6162118911743,0,2450,0,1,0,4.85981225967407,4.36944770812988,4.17438745498657,4.1588830947876,0,2.7725887298584,4.36944770812988,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.19676959514618,7.43162488937378,7.44489145278931,0.69450831413269,0.426129597919159,6.8531289100647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,156,2.30258512496948,0,-2.00272417068481,29.9228191375732
"SAU","Saudi Arabia",1800,2e+06,0,14.5086584091187,0,195304,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.0899811685085297,0,6.46610355377197,3.18210101127625,0.00230310884887802,5.72000789642334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.0973281860352,44.5619735717773
"SDN","Sudan",1800,5e+06,0,15.4249486923218,0,248838,0,1,0,11.1636657714844,10.5987577438354,10.0997943878174,10.1692686080933,0,10.5987577438354,9.9618034362793,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.817435383796692,10.8485450744629,6.2778525352478,2.63096284866333,18.9971852473872,6.82165575027466,0,0,0,11.2636785507202,0,0,0,0,0,0,0,0,0,1,0,0,0,84174,0,0,13.8871355056763,30.0899467468262
