"city","isocode","continent","latitude","longitude","year","ln_city_population","ln_wpot","post","ln_wpot_post","ln_oworld","ln_tropics","ln_elevation","ln_rugged","ydum1000","ydum1200","ydum1300","ydum1400","ydum1500","ydum1600","ydum1700","ydum1750","ydum1800","ydum1850","ln_wpot_1000","ln_oworld_1000","ln_tropics_1000","ln_rugged_1000","ln_elevation_1000","ln_wpot_1200","ln_oworld_1200","ln_tropics_1200","ln_rugged_1200","ln_elevation_1200","ln_wpot_1300","ln_oworld_1300","ln_tropics_1300","ln_rugged_1300","ln_elevation_1300","ln_wpot_1400","ln_oworld_1400","ln_tropics_1400","ln_rugged_1400","ln_elevation_1400","ln_wpot_1500","ln_oworld_1500","ln_tropics_1500","ln_rugged_1500","ln_elevation_1500","ln_wpot_1600","ln_oworld_1600","ln_tropics_1600","ln_rugged_1600","ln_elevation_1600","ln_wpot_1700","ln_oworld_1700","ln_tropics_1700","ln_rugged_1700","ln_elevation_1700","ln_wpot_1750","ln_oworld_1750","ln_tropics_1750","ln_rugged_1750","ln_elevation_1750","ln_wpot_1800","ln_oworld_1800","ln_tropics_1800","ln_rugged_1800","ln_elevation_1800","ln_wpot_1850","ln_oworld_1850","ln_tropics_1850","ln_rugged_1850","ln_elevation_1850"
"abbeville","FRA","Europe",49.2000007629395,5.84999990463257,1850,9.85219383239746,9.91358947753906,1,9.91358947753906,10.2262735366821,0,6.03797483444214,2.57163953781128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91358947753906,10.2262735366821,0,2.57163953781128,6.03797483444214
"aberdeen","GBR","Europe",57.1399993896484,-2.08999991416931,1300,8.29404926300049,7.31917905807495,0,0,8.10408115386963,0,6.39839935302734,2.60166025161743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31917905807495,8.10408115386963,0,2.60166025161743,6.39839935302734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aberdeen","GBR","Europe",57.1399993896484,-2.08999991416931,1400,8.00636768341064,7.31917905807495,0,0,8.10408115386963,0,6.39839935302734,2.60166025161743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31917905807495,8.10408115386963,0,2.60166025161743,6.39839935302734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aberdeen","GBR","Europe",57.1399993896484,-2.08999991416931,1500,8.00636768341064,7.31917905807495,0,0,8.10408115386963,0,6.39839935302734,2.60166025161743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31917905807495,8.10408115386963,0,2.60166025161743,6.39839935302734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aberdeen","GBR","Europe",57.1399993896484,-2.08999991416931,1600,8.69951438903809,7.31917905807495,0,0,8.10408115386963,0,6.39839935302734,2.60166025161743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31917905807495,8.10408115386963,0,2.60166025161743,6.39839935302734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aberdeen","GBR","Europe",57.1399993896484,-2.08999991416931,1700,9.39266204833984,7.31917905807495,0,0,8.10408115386963,0,6.39839935302734,2.60166025161743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31917905807495,8.10408115386963,0,2.60166025161743,6.39839935302734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aberdeen","GBR","Europe",57.1399993896484,-2.08999991416931,1750,9.61580562591553,7.31917905807495,1,7.31917905807495,8.10408115386963,0,6.39839935302734,2.60166025161743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31917905807495,8.10408115386963,0,2.60166025161743,6.39839935302734,0,0,0,0,0,0,0,0,0,0
"aberdeen","GBR","Europe",57.1399993896484,-2.08999991416931,1800,10.203592300415,7.31917905807495,1,7.31917905807495,8.10408115386963,0,6.39839935302734,2.60166025161743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31917905807495,8.10408115386963,0,2.60166025161743,6.39839935302734,0,0,0,0,0
"aberdeen","GBR","Europe",57.1399993896484,-2.08999991416931,1850,11.1844215393066,7.31917905807495,1,7.31917905807495,8.10408115386963,0,6.39839935302734,2.60166025161743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31917905807495,8.10408115386963,0,2.60166025161743,6.39839935302734
"abrantes","PRT","Europe",39.4500007629395,-8.18000030517578,1500,8.00636768341064,9.96046352386475,0,0,10.1281127929688,10.3551025390625,6.15084886550903,2.7452175617218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96046352386475,10.1281127929688,10.3551025390625,2.7452175617218,6.15084886550903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
